SYMBOL	log2FoldChange	padj	logFC.edgeR	PValue	logFC.limma-voom	adj.P.Val
INVS	0.021074903	0.905969692	0.027625241	0.751819761	0.030620467	0.874527179
IP6K1	-0.019385051	0.861597955	-0.012872869	0.811246979	-0.01356554	0.91802037
IP6K2	-0.03773902	0.696307736	-0.03119564	0.546845203	-0.030929936	0.784704354
IP6K3	0.105418852	0.491385772	0.112057824	0.217668205	0.117747038	0.480646823
IPMK	-0.0682671	0.605410399	-0.061793631	0.390939353	-0.062136233	0.6908835
IPO11	0.009408797	0.948227823	0.016085298	0.801821702	0.016540137	0.916582745
IPO13	0.17252115	0.07260066	0.179057766	0.012197977	0.177319556	0.128011917
IPO4	-0.163572065	0.005332173	-0.157087018	0.001484447	-0.157340715	0.04253738
IPO5	0.031835622	0.729273981	0.038454939	0.444311275	0.038478535	0.705577574
IPO5P1	0.113409859	0.469868791	0.120111606	0.196782331	0.1115503	0.544439744
IPO7	-0.045126944	0.648976131	-0.038596314	0.486622945	-0.039373939	0.737281518
IPO8	-0.004049217	0.975559763	0.002661941	0.964501572	0.003363337	0.985013163
IPO9	0.054603235	0.476691536	0.061220409	0.205913555	0.061585774	0.474307726
IPP	0.247114545	0.053750635	0.253240583	0.008806789	0.255224952	0.108194362
IPPK	-0.287047968	3.14E-05	-0.28056471	6.39E-06	-0.280248024	0.004769712
IQCB1	-0.074194556	0.565019729	-0.067986782	0.356290439	-0.064967237	0.682474838
IQCC	-0.018691972	0.940263385	-0.01214156	0.935080611	-0.023978667	0.930232964
IQCE	-0.041019502	0.728181976	-0.034276018	0.569882421	-0.03324189	0.801590739
IQCG	0.142387265	0.521046304	0.148588352	0.237529211	0.14826591	0.530418763
IQCH-AS1	0.288983653	0.076887797	0.295888983	0.011251682	0.290123545	0.151664068
IQCJ-SCHIP1	-0.312025532	8.07E-06	-0.305699779	1.11E-06	-0.306009342	0.002804184
IQGAP1	-0.043099873	0.722319632	-0.036633385	0.563322922	-0.03694578	0.798812857
IQGAP3	0.022100626	0.847707111	0.028580582	0.618396291	0.028225994	0.82676001
IQSEC1	-0.028582695	0.776235734	-0.021793649	0.667401459	-0.02113841	0.853483568
IQSEC2	0.100751145	0.39924276	0.107339271	0.149664384	0.106731861	0.408135888
IRAK1	-0.14160694	0.102940959	-0.135462547	0.02264484	-0.138424314	0.168974769
IRAK1BP1	0.07736017	0.768344973	0.083654973	0.534725661	0.081329798	0.789969898
IRAK2	-0.010057798	0.958185415	-0.003425624	0.965909099	0.000454781	0.997988539
IRAK4	0.134629886	0.383594088	0.140916807	0.147588865	0.141729072	0.417334076
IREB2	0.042021264	0.702867287	0.048653415	0.411723301	0.048226336	0.702184394
IRF1	-0.140069878	0.158843976	-0.133521569	0.056670042	-0.137876799	0.227679434
IRF2	0.087443285	0.652922622	0.094311595	0.363761942	0.091170786	0.68192361
IRF2BP1	0.070815383	0.63767276	0.077597171	0.328657335	0.076648005	0.644697868
IRF2BP2	-0.24079364	0.00022031	-0.234046727	2.24E-05	-0.234050781	0.008655843
IRF2BPL	-0.13702197	0.072490728	-0.130437021	0.017905929	-0.130357887	0.152840621
IRF3	-0.046049286	0.626113568	-0.039539462	0.457617194	-0.041432316	0.705991911
IRF6	-0.215500575	0.012427474	-0.208555542	0.001322844	-0.207398048	0.057703044
IRF8	-0.413470391	1.43E-05	-0.407019153	1.55E-06	-0.411500102	0.002275655
IRF9	-0.05289405	0.755856961	-0.046266867	0.599911828	-0.047291327	0.801694593
IRGQ	-0.003151168	0.986671133	0.003512326	0.960544985	-0.006912955	0.977362684
IRS2	0.026712907	0.887845911	0.033486813	0.702428639	0.036988789	0.854334933
IRX2	-0.289953598	6.04E-06	-0.283516625	5.08E-07	-0.283653641	0.002574896
IRX4	-0.127105305	0.131171945	-0.120681129	0.034743867	-0.12380789	0.199003603
ISCA1	-0.081752306	0.462999376	-0.075179569	0.259766832	-0.070519311	0.595600516
ISCA1P1	0.174314841	0.582834113	0.180893339	0.277905247	0.190487814	0.55153733
ISCA2	0.034497199	0.774447455	0.040825253	0.514324284	0.042528543	0.74809704
ISCU	0.140332063	0.120728607	0.146487905	0.021505525	0.146215969	0.187283488
ISG15	-0.350777366	0.00109996	-0.344223106	0.000115718	-0.338615484	0.015208857
ISG20	-0.135994249	0.685287958	-0.129635057	0.473593131	-0.141736244	0.680450522
ISG20L2	0.072457659	0.424723175	0.07897644	0.146534455	0.077746472	0.42916915
ISL2	0.053597295	0.862797209	0.060213907	0.688632227	0.071327407	0.828660151
ISM2	-0.369601715	1.61E-08	-0.363287157	4.86E-10	-0.362992396	0.000357173
ISOC1	0.01284404	0.906800447	0.019297589	0.719736638	0.019313462	0.878244006
ISOC2	-0.041804924	0.755318346	-0.035005818	0.581980718	-0.03361857	0.823328362
ISPD	-0.249984474	0.118632698	-0.24359594	0.036921411	-0.244562238	0.199635527
IST1	0.009265473	0.938147162	0.016007067	0.760361744	0.016569016	0.894828583
ISY1	-0.014542708	0.903638672	-0.008045119	0.886473844	-0.008013688	0.953936901
ISY1-RAB43	0.033326536	0.761127059	0.03989951	0.468763384	0.038345916	0.744562424
ISYNA1	-0.085972464	0.187346502	-0.07944854	0.096414798	-0.079852704	0.300586647
ITCH	-0.048368036	0.634498322	-0.041927262	0.458755318	-0.042336429	0.731206743
ITFG1	0.060341958	0.61923563	0.066962513	0.304923822	0.066586182	0.623568281
ITFG2	-0.014227926	0.904373764	-0.00776461	0.892228375	-0.007539913	0.958478205
ITGA1	-0.063023852	0.703327768	-0.056392617	0.525547742	-0.055369675	0.76854207
ITGA2	0.358857857	0.02323041	0.365362179	0.002661838	0.367884305	0.104450349
ITGA2B	-0.113438749	0.460191926	-0.106843822	0.255463933	-0.113444324	0.532394193
ITGA3	0.066592225	0.551302146	0.072985352	0.239884014	0.070555515	0.569848353
ITGA5	-0.123507758	0.159403174	-0.1168885	0.043390603	-0.11591018	0.226965835
ITGA6	-0.218170181	6.79E-05	-0.211568556	2.30E-05	-0.2115895	0.00609469
ITGA7	-0.019358975	0.961880525	-0.012610739	0.953122839	-0.016818924	0.971908807
ITGA9-AS1	0.129087883	0.53067923	0.135652011	0.25815385	0.137567215	0.525343529
ITGAE	0.048499747	0.853395026	0.055150556	0.664521035	0.058779444	0.842714527
ITGAL	-0.138910801	0.756551942	-0.132522612	0.528841402	-0.126277955	0.812831765
ITGAM	-0.412549015	4.33E-12	-0.405904973	2.02E-12	-0.404764602	0.000113026
ITGAV	0.238820633	0.014514271	0.245473576	0.001089118	0.245665456	0.061438813
ITGAX	-0.06869967	0.791200152	-0.06150622	0.634266305	-0.055550658	0.853185296
ITGB1	0.097635358	0.318420733	0.104341566	0.09800259	0.103274995	0.368636135
ITGB1BP1	0.076967741	0.556718896	0.083323358	0.289317125	0.086032667	0.567225844
ITGB1P1	0.111576298	0.297717056	0.118226793	0.084673827	0.120110456	0.339818452
ITGB3BP	0.058237085	0.625371672	0.06478403	0.329344233	0.066061235	0.601603707
ITGB4	-0.25069614	3.65E-07	-0.244149706	4.80E-07	-0.244356058	0.001230902
ITGB5	0.009128131	0.948876703	0.015856154	0.793526057	0.016462104	0.915156733
ITIH5	-0.320957617	0.000118991	-0.314492059	2.13E-05	-0.311512188	0.006266136
ITM2B	-0.081575551	0.267910547	-0.074856698	0.130857832	-0.074657986	0.381228603
ITM2C	0.061929952	0.519213231	0.068614222	0.201742842	0.068727436	0.491564877
ITPA	0.014746135	0.921034078	0.021461929	0.736637966	0.017687478	0.913350456
ITPK1	-0.540244166	0.226265856	-0.536928493	0.008783265	-0.649685744	0.078628531
ITPKA	-0.033129456	0.94249404	-0.026521358	0.922479244	-0.024941275	0.964056323
ITPKB	-0.203341989	0.277448012	-0.196534666	0.103806863	-0.193595958	0.360286203
ITPKC	-0.161377685	0.147942167	-0.154870423	0.048340509	-0.160287058	0.229608314
ITPR1	-0.012530992	0.940184857	-0.006048705	0.932595425	-0.00485367	0.981951069
ITPR2	-0.129696493	0.181225771	-0.12288389	0.053848557	-0.121781878	0.273610094
ITPR3	-0.011533363	0.940184857	-0.004763954	0.939514484	-0.005772216	0.975258419
ITPRIP	-0.191888141	0.070548012	-0.185358046	0.016653175	-0.183097352	0.138819577
ITPRIPL1	0.158289955	0.424647418	0.165181647	0.16449034	0.172042326	0.424456565
ITPRIPL2	-0.048672886	0.6483778	-0.041858618	0.457268222	-0.040923967	0.73520924
ITSN1	-0.188866375	0.0072667	-0.18254478	0.001053974	-0.183151585	0.041549122
ITSN2	0.138925591	0.139066237	0.145378191	0.029105563	0.146377375	0.207849507
IVNS1ABP	-0.04466145	0.761972838	-0.038267211	0.608219886	-0.038338469	0.833496774
IWS1	-0.094790725	0.388084597	-0.088385408	0.177589145	-0.087761238	0.48217901
IZUMO4	0.093086446	0.632220183	0.099688902	0.353389199	0.100825167	0.644680827
JADE1	-0.132204939	0.051844995	-0.125790301	0.018220115	-0.125836891	0.147627606
JADE2	-0.221902107	0.007583719	-0.215484494	0.000929519	-0.2205928	0.041728212
JADE3	-0.101206092	0.26749485	-0.094433859	0.108084738	-0.094109302	0.376917566
JAG1	-0.189877898	0.630793685	-0.182708825	0.375949676	-0.17550204	0.705169274
JAG2	-0.035431369	0.74678345	-0.028891286	0.607153334	-0.031498997	0.798626606
JAGN1	0.026490212	0.82303374	0.033187226	0.554405388	0.032270808	0.796632918
JAK1	-0.182105525	0.010240653	-0.175246011	0.001778323	-0.174441013	0.056425813
JAK2	-0.003615749	0.993153506	0.00259231	1	0.022954598	0.974399405
JAK3	0.108272105	0.389637563	0.114901365	0.135823813	0.113921743	0.412660662
JAM3	-0.016896404	0.894721375	-0.010029364	0.859967702	-0.010336524	0.940869291
JARID2	-0.153695995	0.091278577	-0.147079511	0.01935155	-0.146937883	0.171884058
JDP2	-0.09423734	0.29370274	-0.087891948	0.132384026	-0.086871891	0.413588281
JHDM1D-AS1	-0.103197398	0.697379178	-0.096201113	0.50228679	-0.11066594	0.701368971
JKAMP	0.004023304	0.979465807	0.010638502	0.878040753	0.011574114	0.949568489
JMJD1C	-0.044737245	0.755643569	-0.038327378	0.596276036	-0.039636774	0.820154964
JMJD4	0.084178877	0.641595869	0.089912661	0.346047784	0.07014136	0.76013468
JMJD6	-0.258990981	0.009891206	-0.25251315	0.001259968	-0.250912707	0.044747077
JMJD7	-0.058154451	0.80607548	-0.05169906	0.66254076	-0.05315443	0.842818704
JMJD7-PLA2G4B	0.082303419	0.596978016	0.088722062	0.312128255	0.081424551	0.668537921
JMJD8	-0.098526699	0.235350826	-0.091792257	0.095920811	-0.090937603	0.339475692
JMY	-0.001386921	0.991144584	0.005093154	0.937364756	0.005680375	0.972766249
JOSD1	-0.034226894	0.737552467	-0.027697202	0.599842141	-0.028451313	0.803525651
JOSD2	0.081612891	0.562417659	0.088268441	0.266587006	0.076572427	0.632457065
JPH2	-0.461159791	0.056219455	-0.454885324	0.010160539	-0.442571298	0.104813182
JPH3	0.058972441	0.754060893	0.065580011	0.495009164	0.068325434	0.734326553
JPX	0.028435054	0.888836432	0.034636989	0.712962396	0.033238587	0.888684848
JPX_1	-0.063735647	0.871604029	-0.057661177	0.753969064	-0.028175677	0.952446097
JPX_2	-0.112156537	0.678905388	-0.105936979	0.469204895	-0.094902872	0.764085893
JRK	0.008063377	0.963149342	0.014651647	0.840551819	0.010261124	0.958478205
JRKL	0.134188254	0.461198931	0.140549107	0.204542919	0.141848666	0.502990553
JSRP1	-0.025717822	0.966292652	-0.0184897	0.926396969	0.032989837	0.952111584
JTB	-0.019979681	0.881077793	-0.013530763	0.818830134	-0.013912342	0.928139686
JUNB	0.042128463	0.851548519	0.048607582	0.661919604	0.053559933	0.826556772
JUND	-0.104022923	0.339153908	-0.097984532	0.140913401	-0.104122241	0.409038642
JUP	-0.042801793	0.602744213	-0.036280019	0.451083978	-0.036433098	0.698205201
KALRN	-0.095982023	0.684115284	-0.089675825	0.466818502	-0.08085589	0.762705262
KANK1	-0.213620256	0.019183957	-0.207024893	0.003056678	-0.207023951	0.074298478
KANK2	0.058621995	0.753347873	0.065556806	0.47536529	0.068287067	0.743940873
KANK4	-0.624019533	4.46E-06	-0.618050401	7.05E-07	-0.6395152	0.002533537
KANSL1	-0.261973808	0.839480058	-0.252340769	0.541808409	-0.299091495	0.766402249
KANSL1L	0.300171737	0.040807617	0.306871388	0.004932664	0.307107572	0.095888264
KANSL2	-0.051110359	0.743681121	-0.045000622	0.570822162	-0.040515933	0.83165649
KANSL3	0.039439458	0.70577296	0.046102135	0.399100798	0.045943943	0.681144882
KANTR	-0.112383237	0.34120722	-0.106100874	0.156945256	-0.107450255	0.455136693
KARS	-0.069759442	0.325427398	-0.063356179	0.186442374	-0.063075463	0.450680587
KAT14	-0.050407313	0.705378441	-0.043898669	0.522823707	-0.04427953	0.777993922
KAT2A	-0.047590774	0.664497593	-0.04125919	0.484821462	-0.042667929	0.737732856
KAT2B	0.169079583	0.123969363	0.175416636	0.026584501	0.17776849	0.203835022
KAT5	-0.124809005	0.101450277	-0.118428132	0.033740851	-0.116663885	0.204747431
KAT6A	0.074372914	0.647750483	0.080755201	0.350929435	0.081488441	0.666510621
KAT6B	-0.150968354	0.124542335	-0.14423735	0.030971304	-0.143223014	0.214968812
KAT7	-0.108780788	0.226039056	-0.102115308	0.075082312	-0.102223149	0.309121427
KAT8	-0.05300123	0.640109565	-0.046775681	0.441953805	-0.050106506	0.690935677
KATNA1	0.042160174	0.841227736	0.048305635	0.645913311	0.057308013	0.81296356
KATNB1	0.038779421	0.746580226	0.045422792	0.457317687	0.046486443	0.716353025
KATNBL1	0.064629049	0.57620508	0.071031775	0.291276534	0.068698089	0.601507659
KAZALD1	0.10139943	0.476313883	0.1080903	0.196909077	0.108024905	0.490553509
KAZN	0.036595186	0.836509709	0.043549864	0.611967966	0.045295099	0.808876786
KB-1208A12.3	0.153250562	0.778268561	0.157841925	0.404031968	0.133461874	0.780842758
KB-1460A1.5	0.173014242	0.626738754	0.178199775	0.322614238	0.173081003	0.650874122
KB-1572G7.3	-0.031980372	0.949740914	-0.025619404	0.911225961	-0.04146228	0.940720605
KB-1732A1.1	-0.012578844	0.977142169	-0.006554428	0.972579424	-0.010095344	0.986674534
KBTBD2	-0.034098249	0.762448386	-0.027498591	0.627612578	-0.026139354	0.843918874
KBTBD3	0.234602814	0.391479366	0.240359091	0.154996879	0.240310261	0.455886176
KBTBD4	-0.078994583	0.508823474	-0.072683822	0.311324339	-0.070117059	0.605044119
KBTBD6	0.135701471	0.25371255	0.141816178	0.08301859	0.144677004	0.29281836
KBTBD7	0.098295945	0.479288902	0.104731759	0.218131487	0.107024005	0.486635901
KBTBD8	0.260440351	0.160628167	0.266199084	0.043610299	0.268421261	0.262670317
KCMF1	-0.03925554	0.634498322	-0.032664574	0.495487525	-0.032671493	0.738866334
KCNAB2	-0.246223621	0.000257762	-0.239484306	4.54E-05	-0.241117453	0.006939566
KCNAB3	0.107157593	0.776682163	0.113460893	0.548890621	0.104667872	0.813346857
KCNC3	0.133668973	0.193845695	0.140265094	0.042983891	0.132227214	0.277390065
KCNC4	0.14826177	0.553383786	0.155066769	0.280576069	0.156999885	0.584797514
KCND1	0.128309798	0.732900132	0.135332052	0.48474092	0.127744009	0.784505178
KCNE3	-0.216430779	0.061149688	-0.209652869	0.013064817	-0.210170698	0.109704726
KCNH5	-0.009883357	0.963932505	-0.003493483	0.964891201	0.000408772	0.99842082
KCNIP2	-0.283213528	0.35016732	-0.276247073	0.140803722	-0.311110873	0.34976352
KCNJ14	0.027797632	0.929513292	0.034356691	0.800419605	0.034604502	0.921805876
KCNJ15	-0.019668701	0.923671371	-0.013200612	0.89564211	-0.017119257	0.940643369
KCNJ5	-0.392745511	0.003716542	-0.386231374	0.00040039	-0.385283266	0.017774117
KCNJ6	0.107001273	0.666509211	0.113027192	0.410632826	0.121652437	0.676656917
KCNK1	-0.194683681	0.002331707	-0.188176758	0.000429548	-0.187858788	0.027098079
KCNK12	0.073133121	0.792639701	0.079482325	0.572402838	0.082385453	0.801596677
KCNK4-TEX40	-0.063899367	0.824232324	-0.057695869	0.687406289	-0.054513996	0.865647148
KCNK5	-0.209788392	0.004256931	-0.20308856	0.000872892	-0.203794839	0.02588886
KCNMB3	0.157886428	0.550082355	0.164054898	0.254692517	0.153798543	0.587590601
KCNN2	0.07198722	0.805543564	0.078887895	0.568313312	0.08469326	0.7731424
KCNN4	-0.175560791	0.070731353	-0.169105675	0.015964581	-0.175371485	0.139507839
KCNQ1OT1	-0.060469737	0.712001496	-0.054416325	0.523590594	-0.057061526	0.775927923
KCNS1	-0.512847714	7.64E-08	-0.506386106	7.68E-09	-0.506978003	0.000277973
KCNS3	0.158316415	0.313881013	0.165161346	0.100000923	0.169725267	0.339706454
KCP	0.169700644	0.599802369	0.176305364	0.335744189	0.122432592	0.787168697
KCTD1	-0.092671173	0.452428224	-0.085843774	0.254304745	-0.085148321	0.517293103
KCTD10	-0.113038862	0.143087347	-0.106183046	0.045388189	-0.104427426	0.237898714
KCTD11	0.040241402	0.71856998	0.04674032	0.41725283	0.047493218	0.684297732
KCTD12	0.061781828	0.679917458	0.068300744	0.402845742	0.071118025	0.667526056
KCTD13	-0.014830279	0.949045809	-0.008126606	0.944540682	-0.011485809	0.966988013
KCTD15	-0.16882351	0.238177364	-0.162308516	0.094901649	-0.161058499	0.324090745
KCTD17	0.117463926	0.643120813	0.123761975	0.345821503	0.115910342	0.676165358
KCTD18	0.118252434	0.252725664	0.124564358	0.077159531	0.124882828	0.289717945
KCTD2	-0.01045961	0.938841506	-0.003765473	0.944279703	-0.002440817	0.989048121
KCTD20	-0.024434917	0.839664219	-0.018090289	0.760577528	-0.017914462	0.903539033
KCTD21	0.054954082	0.793532292	0.061506846	0.562457657	0.065464839	0.777993922
KCTD21-AS1	0.162781986	0.676376854	0.169388104	0.411388526	0.16167385	0.735847818
KCTD3	0.109284595	0.265737056	0.115729232	0.076726572	0.116602865	0.325772852
KCTD5	-0.071093207	0.511016926	-0.064340656	0.293831833	-0.063575407	0.595308803
KCTD6	0.160384816	0.437650511	0.166926837	0.178871426	0.162800241	0.48528028
KCTD7	0.112630582	0.734813392	0.119732421	0.484788286	0.135515147	0.695363926
KCTD9	-0.151752517	0.050634285	-0.145481118	0.014474402	-0.143958726	0.143517453
KDELC1	0.08438997	0.533414396	0.091120372	0.237567779	0.09398672	0.528333797
KDELC2	0.098165376	0.25371255	0.104531111	0.072300003	0.105034707	0.299880345
KDELR1	-0.071897698	0.626113568	-0.065036019	0.390441511	-0.064238671	0.704281536
KDELR2	-0.06841465	0.57302785	-0.061435635	0.334319447	-0.059167388	0.654512462
KDELR3	-0.054940791	0.669532536	-0.04816028	0.485754047	-0.046091105	0.751259329
KDF1	-0.018400377	0.892265093	-0.011840686	0.842650327	-0.009135955	0.952836238
KDM1A	-0.065078988	0.318739111	-0.058544596	0.208554471	-0.058392246	0.470824346
KDM1B	-0.020625405	0.883687491	-0.01413454	0.827144174	-0.014052576	0.931130779
KDM2A	-0.00511013	0.969973557	0.001590793	0.98051619	0.002048855	0.990586936
KDM2B	-0.088737122	0.350989858	-0.081925511	0.15943761	-0.081449646	0.4547762
KDM3A	-0.011850669	0.942311077	-0.005193569	0.93819985	-0.010063625	0.958815962
KDM3B	-0.029891738	0.803564578	-0.022974556	0.689170821	-0.022110211	0.871808959
KDM4A	0.010866195	0.935748401	0.017439791	0.757848633	0.017295686	0.901731409
KDM4A-AS1	0.08033125	0.859323232	0.086245853	0.662965851	0.044126206	0.934830563
KDM4B	-0.148652028	0.119699138	-0.141970736	0.026060217	-0.142162406	0.198442337
KDM4C	0.023478453	0.831542641	0.029769097	0.604145956	0.030603264	0.807310317
KDM4D	0.013922691	0.953945658	0.020561648	0.838978689	0.009363852	0.9735042
KDM5A	-0.010659783	0.92896057	-0.004096992	0.936824164	-0.004430237	0.975972432
KDM5B	-0.144802298	0.053750635	-0.13797078	0.011797167	-0.138176188	0.117373033
KDM5C	-0.079900496	0.310962494	-0.073261388	0.15113801	-0.073313475	0.413640059
KDM5D	0.045773197	0.646193723	0.052283373	0.347813523	0.052300419	0.64080171
KDM6A	-0.076246834	0.423658077	-0.069617593	0.226117136	-0.068855189	0.5290074
KDM6B	-0.111813603	0.244185636	-0.105152207	0.084216477	-0.104862427	0.333730347
KDM7A	-0.049248964	0.725721387	-0.042793514	0.556132159	-0.041188052	0.805446435
KDM8	0.049997407	0.803915408	0.056588137	0.577415505	0.056360154	0.797725954
KDSR	-0.006788147	0.963307879	-0.000310672	0.998645969	-0.001404399	0.99410582
KEAP1	-0.009267323	0.95070465	-0.002811095	0.96944196	-0.003727628	0.985013163
KHDC1	0.18358488	0.348011422	0.190260989	0.116140351	0.193630955	0.377427932
KHDC1L	0.151519712	0.510852689	0.157862811	0.253987082	0.164412094	0.552523589
KHDRBS1	-0.004969287	0.96695934	0.001484734	0.978230963	0.001465758	0.992562292
KHDRBS3	-0.016961757	0.963555468	-0.010901836	0.970646748	-0.013663548	0.975071993
KHK	0.235723613	0.505126354	0.241549102	0.209434424	0.226117613	0.595934663
KHNYN	0.009414758	0.938841506	0.016185371	0.756613209	0.01645725	0.895336046
KHSRP	-0.081523352	0.329572282	-0.075075052	0.163319654	-0.075457053	0.43514899
KIAA0100	-0.017724216	0.884397183	-0.011096067	0.838939466	-0.010994013	0.936774278
KIAA0101	0.106916459	0.226602619	0.113421671	0.053526228	0.113765157	0.267008273
KIAA0141	0.011738484	0.912085315	0.018243957	0.720782386	0.017364931	0.887526761
KIAA0196	0.060534189	0.569787171	0.06685893	0.282890022	0.067715359	0.569919231
KIAA0232	0.03646489	0.803655079	0.04279362	0.577833373	0.044737732	0.788347977
KIAA0319L	0.130927147	0.065263633	0.137512348	0.008277197	0.137682758	0.102658086
KIAA0355	-0.189527507	0.067024139	-0.182965157	0.012843089	-0.182623203	0.143361032
KIAA0368	0.039175565	0.691517814	0.045682338	0.398191351	0.045672665	0.676305312
KIAA0391	-0.023165103	0.879734341	-0.016291387	0.804561856	-0.013526685	0.938904152
KIAA0430	-0.14465471	0.83673828	-0.134208905	0.550465621	-0.13510777	0.809306989
KIAA0513	0.451753017	0.123559191	0.457788021	0.017464922	0.458790381	0.20483777
KIAA0556	0.06998421	0.4564859	0.076424225	0.190416884	0.076658661	0.471962269
KIAA0586	0.061259418	0.616794478	0.067786449	0.324632277	0.070056774	0.59612167
KIAA0753	-0.157056767	0.188183598	-0.150612741	0.068052647	-0.150259629	0.272826075
KIAA0895L	-0.038482405	0.812890806	-0.032131457	0.691036631	-0.045593142	0.802645316
KIAA0907	-0.010025329	0.945772722	-0.003545474	0.960831446	-0.00634018	0.9715837
KIAA0930	-0.075474489	0.437071382	-0.068969225	0.238616239	-0.06935433	0.517937456
KIAA1024	-0.022086627	0.957888346	-0.015947907	0.919919236	-0.015232615	0.976093271
KIAA1033	0.126279427	0.258921582	0.132673746	0.073074003	0.135596133	0.321844013
KIAA1109	0.074764712	0.5638648	0.08141154	0.26705164	0.081184239	0.584947247
KIAA1143	-0.024049335	0.837620685	-0.017403936	0.759236347	-0.017335823	0.901102776
KIAA1161	0.155087732	0.212441804	0.162082604	0.044641866	0.167749687	0.237898714
KIAA1191	-0.00709289	0.963577369	-0.00055182	0.994302365	-0.000640023	0.997472641
KIAA1211	-0.032979801	0.917923339	-0.026782683	0.856622114	-0.027891304	0.940809703
KIAA1211L	-0.204222784	0.004867309	-0.197890361	0.000906848	-0.197767799	0.041549122
KIAA1217	0.020635846	0.87968959	0.027528345	0.649137811	0.028118564	0.842070052
KIAA1324L	0.139536311	0.122835174	0.146016951	0.026860577	0.146067438	0.167846064
KIAA1328	0.120729949	0.56883567	0.12722007	0.293828648	0.121047793	0.621206826
KIAA1429	-0.059443376	0.516578233	-0.052778626	0.323315686	-0.052221254	0.620687215
KIAA1462	-0.277708982	0.000557692	-0.271258554	0.000109241	-0.270914808	0.010598969
KIAA1468	0.003434055	0.981527951	0.010121554	0.885746434	0.013167933	0.935822998
KIAA1522	-0.144366178	0.051052979	-0.137518635	0.010109762	-0.136031396	0.119690885
KIAA1524	0.130089518	0.429650074	0.136201372	0.18354328	0.14029065	0.488925121
KIAA1549	-0.076222456	0.534939504	-0.069510256	0.306365708	-0.068809036	0.619963238
KIAA1551	0.334099586	0.069489497	0.339943999	0.015008216	0.349228593	0.191645274
KIAA1586	0.040502624	0.804105431	0.046628088	0.583650493	0.049727964	0.788166299
KIAA1614-AS1	0.029399034	0.925233452	0.035826025	0.809029755	0.040137012	0.908957498
KIAA1671	-0.162664233	0.33924402	-0.155786528	0.150937698	-0.156557138	0.432550319
KIAA1841	0.110281849	0.654531402	0.117033154	0.389310221	0.128305788	0.647605186
KIAA1958	0.058341157	0.666509211	0.064833585	0.379417647	0.066272376	0.658268927
KIAA2013	-0.050971057	0.669708251	-0.044244538	0.470384122	-0.044789895	0.738866334
KIAA2026	0.124597805	0.383053028	0.131390321	0.136936442	0.126411788	0.448153441
KIDINS220	0.058632783	0.599883107	0.065137399	0.30295578	0.064719449	0.614322267
KIF11	0.071392167	0.461650907	0.07788146	0.18342916	0.078410668	0.471986439
KIF12	0.147677091	0.610589764	0.153778404	0.330199596	0.151688661	0.643365522
KIF13A	-0.092235843	0.312797831	-0.085832149	0.146863896	-0.084532482	0.433036388
KIF13B	-0.082495116	0.498961709	-0.075648253	0.283300065	-0.075404287	0.576696959
KIF14	-0.138303995	0.154327867	-0.131904901	0.05053946	-0.130529947	0.266187102
KIF15	0.031205055	0.851867576	0.037548268	0.643877708	0.037442705	0.84758224
KIF16B	-0.056690027	0.767675342	-0.050405883	0.600997696	-0.049514894	0.829760307
KIF18A	0.201965682	0.211611612	0.20826772	0.062495862	0.207953084	0.318665222
KIF18B	0.031091471	0.820731903	0.037632317	0.560632308	0.036987725	0.804413914
KIF1B	0.147106515	0.125752566	0.153884287	0.020216413	0.155955606	0.161866842
KIF1BP	0.182413581	0.059803787	0.188766389	0.011005021	0.189263394	0.120076163
KIF1C	0.10209696	0.232618173	0.108689338	0.052332586	0.109125253	0.255595954
KIF20A	-0.080474684	0.536760949	-0.073307253	0.303376162	-0.074291819	0.623331335
KIF20B	0.014629719	0.934094552	0.021231412	0.776995223	0.020664254	0.914072818
KIF21A	0.136836344	0.270505404	0.142970558	0.089642359	0.14638845	0.330562363
KIF21B	0.210362428	0.033436936	0.217166806	0.002351087	0.219362581	0.069517854
KIF22	-0.09658046	0.120102492	-0.090219327	0.060816857	-0.09007418	0.250476287
KIF23	-0.024310277	0.858143555	-0.01775311	0.77839591	-0.017332272	0.917034721
KIF24	-0.041667253	0.827827463	-0.034739655	0.714447304	-0.034890412	0.872943573
KIF26A	0.133491759	0.114793029	0.14023105	0.019463248	0.140688283	0.156153463
KIF26B	-0.278272939	0.481723194	-0.271470306	0.235066894	-0.203778003	0.684948493
KIF27	0.218262369	0.168396142	0.224539625	0.042105127	0.226136243	0.236193078
KIF28P	0.10220683	0.718347454	0.109058833	0.433476601	0.106694819	0.721368225
KIF2A	0.03478555	0.780894757	0.041533945	0.500561335	0.041853968	0.76013468
KIF2C	-0.037675841	0.763959575	-0.030738377	0.61180316	-0.031963681	0.823483171
KIF3A	0.178650429	0.078091049	0.184756172	0.014987227	0.187848995	0.143517453
KIF3B	0.121613336	0.106284094	0.128189088	0.016594965	0.129066313	0.140577035
KIF3C	-0.098408569	0.235350826	-0.09190202	0.091433543	-0.093130092	0.316451054
KIF4A	0.029454436	0.861604995	0.036353002	0.640001666	0.038174325	0.840487433
KIF5B	0.138023172	0.103701257	0.144360183	0.018769754	0.144840961	0.168974769
KIF7	0.310110965	0.149871018	0.316675292	0.028106873	0.297474391	0.26717514
