SYMBOL	log2FoldChange	padj	logFC.edgeR	PValue	logFC.limma-voom	adj.P.Val
LYSMD4	0.182317668	0.552817219	0.196970189	0.319974302	0.199729526	0.520233574
LYST	0.539059005	0.000876714	0.553533551	8.56E-05	0.553017523	0.008099532
LZIC	0.120729179	0.427989525	0.135024019	0.211234475	0.135601856	0.367900228
LZTFL1	0.195780991	0.280507742	0.210008221	0.118175127	0.209987889	0.2449018
LZTR1	-0.040762391	0.774236675	-0.026174148	0.77116006	-0.025247949	0.861399656
LZTS1	-0.658348282	0.400156623	-0.639942169	0.225454495	-0.5208055	0.505956751
LZTS2	-0.125714147	0.191837825	-0.111046306	0.139004557	-0.110836071	0.280667868
LZTS3	-0.069880035	0.791543811	-0.055016971	0.737719892	-0.049779132	0.851289504
M6PR	-0.037939421	0.770294536	-0.02324756	0.76310651	-0.02315829	0.860231371
MAB21L3	-0.583969118	0.000712064	-0.569190868	0.000208102	-0.566768823	0.006254298
MACF1	-0.543687311	1.89E-10	-0.52930521	3.95E-10	-0.528294859	0.000117636
MACROD1	-0.217437647	0.142849527	-0.202559838	0.063612268	-0.200944283	0.182118082
MACROD2	0.806760839	0.048732629	0.819638004	0.006406242	0.83137454	0.048505811
MAD1L1	-0.158988773	0.203845212	-0.144705759	0.133235808	-0.144332321	0.2754759
MAD2L1	0.026803624	0.856613009	0.041714118	0.604596891	0.043078287	0.753491756
MAD2L1BP	0.013680667	0.946236777	0.028189866	0.788076547	0.02879257	0.878150639
MAD2L2	0.038569245	0.852191614	0.052963019	0.63848568	0.053294711	0.779600576
MADCAM1	0.728525766	0.387760551	0.738378448	0.13744508	0.735212845	0.342910795
MADD	0.037115922	0.842801266	0.05200422	0.6172437	0.055365834	0.743862134
MAEA	0.01255666	0.936038228	0.027077347	0.744108767	0.028048027	0.843952514
MAF1	0.027658343	0.851431312	0.042293693	0.588975173	0.042505936	0.745853233
MAFB	0.269972704	0.785286777	0.283537196	0.549195137	0.278737434	0.772548053
MAFF	-0.794955068	1.01E-12	-0.78037454	2.94E-12	-0.778560234	2.98E-05
MAFG	-0.123936557	0.362096323	-0.109132529	0.254276389	-0.107768388	0.431342334
MAFG-AS1	-0.0737213	0.905263269	-0.059967794	0.894485271	-0.035991964	0.951740926
MAFIP	0.352065492	0.673168052	0.362982627	0.429352276	0.388291514	0.59942189
MAFK	-0.356854476	0.00014363	-0.342566138	5.67E-05	-0.341947357	0.004975601
MAGEA11	0.34640712	0.616526947	0.360073653	0.367447544	0.356005893	0.558324066
MAGEA2	0.044358202	0.925072284	0.058619513	0.804933985	0.067415605	0.88528585
MAGEA2B	-0.064896461	0.892217018	-0.051327992	0.878231624	-0.036941877	0.941873294
MAGEA3	-0.099511448	0.48902326	-0.084711311	0.380131543	-0.083103588	0.576760729
MAGEA6	-0.033660385	0.840424157	-0.01896054	0.851043909	-0.017830713	0.915578671
MAGEA8	0.128008624	0.7966021	0.142459643	0.587448206	0.142633559	0.735498722
MAGED1	-0.418849403	1.23E-07	-0.404100055	1.02E-07	-0.40374743	0.000352162
MAGED2	-0.154826985	0.062093833	-0.140111528	0.045289735	-0.139854435	0.127729266
MAGED4	-0.296970458	0.673930714	-0.282760774	0.397371343	-0.275150358	0.619659541
MAGED4B	0.317875062	0.661759312	0.332087661	0.254308267	0.337738462	0.462769801
MAGEE1	0.236290065	0.340752835	0.250773051	0.141486983	0.252583639	0.287848554
MAGEF1	0.019288929	0.889320608	0.033879448	0.661166513	0.033884558	0.795630192
MAGI1	-0.159372106	0.15479612	-0.144751644	0.090071189	-0.144622774	0.221681085
MAGI2	1.310334051	0.013872496	1.322109905	0.000187325	1.373719423	0.012220426
MAGI3	-0.001553424	0.996743047	0.012671319	0.948056462	0.012350981	0.973854312
MAGIX	-0.535595362	0.059029712	-0.52080722	0.019258387	-0.519307485	0.091795706
MAGOH	0.189717328	0.207673182	0.203709531	0.067822813	0.207559193	0.203722999
MAGOHB	0.108123721	0.509752583	0.122446377	0.266656037	0.122340528	0.473137777
MAGT1	0.153049936	0.121848557	0.167935515	0.025044872	0.169693839	0.097962203
MAK16	0.132037773	0.353531902	0.146519213	0.140615401	0.148543372	0.304214203
MAL2	0.151580085	0.160700015	0.166013192	0.046601835	0.166316521	0.158643602
MALAT1	0.072340593	0.834361561	0.086906759	0.534813518	0.090807461	0.726232839
MALSU1	0.047358422	0.796690962	0.061312013	0.560462148	0.065083617	0.712552372
MALT1	-0.044842164	0.790914604	-0.030268465	0.773756496	-0.028373326	0.871014587
MAMDC2	-0.139662608	0.905750986	-0.125123492	0.887612178	-0.128077747	0.903320958
MAMDC4	-0.136748909	0.297546937	-0.122280785	0.186165512	-0.121361489	0.370422279
MAML1	-0.015158507	0.930202159	-0.000360439	0.996072322	6.19E-05	0.999692308
MAML2	-0.474473435	0.000275928	-0.459799718	7.40E-05	-0.458552512	0.005047451
MAML3	-0.36120198	0.002552459	-0.346452486	0.000565215	-0.3451721	0.015810332
MAMSTR	-0.268352932	0.646274499	-0.253182375	0.495495068	-0.234158719	0.717315664
MAN1A1	0.452783277	0.152020806	0.467811482	0.043754232	0.496355713	0.119928137
MAN1A2	0.096497639	0.472440679	0.111044133	0.210859164	0.11120676	0.413611949
MAN1B1	-0.062673446	0.514781103	-0.048010013	0.479492342	-0.047935603	0.632554832
MAN1B1-AS1	-0.007341798	0.991224153	0.006403866	0.965908722	0.010264795	0.985327534
MAN1C1	-0.409669736	0.005573862	-0.394976576	0.001856003	-0.393967561	0.015595947
MAN2A1	-0.037194027	0.782454502	-0.022433303	0.786777052	-0.02202829	0.878518027
MAN2A2	0.183165857	0.122591104	0.197555359	0.025917389	0.197787022	0.110052343
MAN2B1	-0.119717835	0.165036499	-0.105271147	0.12994191	-0.105053303	0.250701533
MAN2B2	0.201073722	0.073841476	0.21559158	0.013122048	0.215396558	0.07240635
MAN2C1	-0.128154283	0.284263928	-0.113777692	0.191562618	-0.113452076	0.368959784
MANBA	0.402568508	0.003953005	0.417539769	0.000390849	0.425859678	0.009249885
MANBAL	-0.184183591	0.052928998	-0.169778328	0.031755866	-0.169403575	0.10708481
MANEA	0.387572912	0.023326056	0.402138049	0.004342314	0.404134395	0.037406059
MANEA-AS1	-0.072625832	0.94752394	-0.057205516	0.952242298	-0.05938048	0.948793041
MANEAL	-0.051706076	0.743791396	-0.037168383	0.721511676	-0.036745052	0.81653704
MANF	-0.094994181	0.531084876	-0.080569592	0.40848202	-0.077976891	0.618866145
MANSC1	0.856856817	0.006222546	0.870350796	0.000372274	0.867909275	0.015590967
MAP1LC3B	0.153294175	0.164511828	0.167558056	0.048330397	0.168322784	0.148688701
MAP1LC3B2	0.186969505	0.472016179	0.201312679	0.246830252	0.201123717	0.406313469
MAP1LC3C	-0.1962386	0.590596893	-0.182047423	0.45202666	-0.179886629	0.60276293
MAP1S	-0.02498104	0.864986737	-0.010297163	0.906458241	-0.009999334	0.946171853
MAP2K1	-0.266507082	0.011631349	-0.251947695	0.003684191	-0.251191677	0.035875656
MAP2K1P1	-0.651084684	0.182311007	-0.635745153	0.059970841	-0.627681579	0.20936297
MAP2K2	-0.058281224	0.718767161	-0.043652265	0.645534591	-0.043225108	0.790124132
MAP2K3	0.135420032	0.207962816	0.150156059	0.058741583	0.151453159	0.156052207
MAP2K4	0.297235158	0.004582667	0.311813528	0.000406994	0.312063881	0.011740154
MAP2K5	-0.12006054	0.397262491	-0.105494687	0.279470851	-0.105565293	0.453578404
MAP2K6	0.880144051	4.61E-16	0.89439904	2.51E-17	0.894154913	1.03E-05
MAP2K7	-0.365309635	0.001309999	-0.350792748	0.000208188	-0.350795331	0.010529011
MAP3K1	-0.241317202	0.108297293	-0.226521261	0.050507144	-0.225519282	0.176304926
MAP3K10	0.064687943	0.68007635	0.079199361	0.41089491	0.078963698	0.597762487
MAP3K11	0.029676472	0.856766817	0.044220009	0.628955936	0.044832675	0.769007564
MAP3K12	0.018437469	0.972225182	0.032457002	0.879566209	0.051511827	0.910227617
MAP3K13	-0.003411835	0.991224153	0.011066516	0.926931525	0.011792874	0.962031729
MAP3K14	-0.47968609	0.00039365	-0.465105009	0.000129879	-0.463342928	0.005912742
MAP3K14-AS1	-0.151832105	0.690799248	-0.136690802	0.559428388	-0.122409747	0.743724589
MAP3K15	-0.529476359	0.000273143	-0.514802766	8.81E-05	-0.512032327	0.004535286
MAP3K2	-0.029015004	0.843449095	-0.01452545	0.871965589	-0.014467307	0.926936518
MAP3K3	0.501978265	6.59E-08	0.51656693	5.07E-09	0.517921552	0.000167011
MAP3K4	0.072873896	0.592710856	0.087385727	0.314938812	0.087202019	0.510563272
MAP3K5	0.430648317	0.229404657	0.444211661	0.081264939	0.447553087	0.201159711
MAP3K6	-0.132894793	0.414122195	-0.118394364	0.307681098	-0.117546899	0.457968199
MAP3K7	0.192601364	0.100717341	0.207057006	0.023449025	0.207206089	0.115640928
MAP3K8	-0.263621946	0.049914897	-0.24916562	0.027875342	-0.246992208	0.097962203
MAP3K9	-0.280131142	0.006607566	-0.265449886	0.002801274	-0.264755441	0.024801749
MAP4	-0.12955974	0.248295454	-0.114956409	0.151252226	-0.114977352	0.303689302
MAP4K1	-0.156452385	0.762762369	-0.141002063	0.627958948	-0.126484606	0.784742562
MAP4K2	-0.161182468	0.148265564	-0.146684723	0.088132078	-0.146777613	0.202734968
MAP4K3	0.150603633	0.165612663	0.164969866	0.048157954	0.166786187	0.152208709
MAP4K4	-0.240888397	0.002053414	-0.226331359	0.001543351	-0.226281483	0.014086553
MAP4K5	0.025753822	0.875725991	0.039997707	0.65692546	0.041189302	0.794977928
MAP6D1	0.1245721	0.766039292	0.139038499	0.551990521	0.141474918	0.699708425
MAP7	-0.095629369	0.483771682	-0.081010457	0.370767736	-0.079597721	0.564721367
MAP7D1	0.085742892	0.559640612	0.100472236	0.275992574	0.101432765	0.454854855
MAP7D3	-0.355216314	0.00089277	-0.340801293	0.000266456	-0.340356756	0.009249885
MAP9	0.655595111	0.014245466	0.670095425	0.001829582	0.676904626	0.023614102
MAPK1	0.086774812	0.513453735	0.101610866	0.243335216	0.103794031	0.410384883
MAPK12	0.16520771	0.206392862	0.179613567	0.062760218	0.179298815	0.178124045
MAPK13	0.01669942	0.942094119	0.031354757	0.788333638	0.032992942	0.872133422
MAPK14	-0.089131214	0.346064683	-0.074457496	0.295473404	-0.073677233	0.462552538
MAPK1IP1L	-0.14759883	0.157800412	-0.132668676	0.086799929	-0.13129398	0.216335114
MAPK3	-0.253912256	0.010131878	-0.239301143	0.003850217	-0.239130201	0.030528752
MAPK6	-0.033246183	0.869167815	-0.018989284	0.87548524	-0.015514068	0.944298488
MAPK7	-0.224158844	0.068630856	-0.209494329	0.030728205	-0.208389054	0.101681248
MAPK8	0.327712822	0.017702945	0.342236953	0.003002099	0.344262991	0.030528752
MAPK8IP2	-0.242596853	0.292736944	-0.228122219	0.185654964	-0.228795081	0.296311014
MAPK8IP3	-0.071836384	0.655451322	-0.057619103	0.580536514	-0.056687223	0.746433231
MAPK9	0.337544299	0.000358446	0.352061868	2.33E-05	0.351896573	0.004456772
MAPKAP1	0.111221999	0.340776795	0.125879417	0.10710775	0.126334349	0.257272422
MAPKAPK2	0.10602929	0.418678026	0.120941038	0.149205525	0.122339122	0.32072974
MAPKAPK3	0.119242044	0.332454563	0.133875744	0.116184141	0.134290228	0.258286845
MAPKAPK5	-0.109775523	0.340752835	-0.095452239	0.266410887	-0.094448297	0.452162337
MAPKAPK5-AS1	0.093960189	0.587097377	0.108092076	0.338856891	0.109345333	0.525927215
MAPKBP1	-0.197701254	0.07046811	-0.183016229	0.034693214	-0.182425383	0.124237509
MAPRE1	-0.012661575	0.920069227	0.001794129	0.973464647	0.002167434	0.987368292
MAPRE2	0.477117253	0.010817006	0.491677409	0.001163431	0.494842185	0.020403212
MAPRE3	-0.047236964	0.88354756	-0.033106388	0.868246703	-0.027733326	0.930239163
MAPT	-1.694223759	0.070714693	-1.678871006	0.005940658	-1.617503064	0.125967445
1-Mar	0.153934742	0.094405864	0.168625903	0.018968783	0.168868902	0.080968667
2-Mar	-0.010178035	0.980400668	0.00508069	0.972718342	0.022349519	0.948992054
10-Mar	-0.452091812	0.435867063	-0.437306303	0.256695513	-0.432780547	0.423073135
2-Mar	0.196867671	0.29773829	0.211290825	0.118611146	0.210998205	0.270644476
3-Mar	0.140100451	0.850306508	0.154445161	0.682635046	0.152703195	0.827686413
5-Mar	0.016387491	0.944505637	0.031090321	0.79135729	0.032316944	0.884963331
6-Mar	0.007296097	0.954688295	0.021891394	0.748829127	0.021899176	0.85474916
7-Mar	0.02958674	0.847545854	0.044228827	0.602676546	0.046083012	0.7543375
8-Mar	-0.07157373	0.858543387	-0.056514447	0.826665264	-0.048255144	0.911211156
9-Mar	0.016843577	0.932674531	0.031422535	0.756720321	0.031496299	0.861269008
MARCKS	-0.072433633	0.658991609	-0.057741444	0.584098386	-0.056303913	0.736966327
MARCKSL1	-0.087871419	0.646274499	-0.072680022	0.526297959	-0.0691432	0.721706465
MARK1	0.569271622	0.067235586	0.583386041	0.010272187	0.584465637	0.058648002
MARK2	-0.132531848	0.195041492	-0.11789558	0.128460283	-0.117846853	0.27012143
MARK3	0.013680972	0.911065345	0.028180089	0.691561811	0.028144466	0.816450724
MARK4	-0.117911758	0.240566739	-0.103299786	0.173795942	-0.10307353	0.32072974
MARS	-0.2278444	0.043935292	-0.213679045	0.020433412	-0.211091492	0.100057641
MARS2	0.255273702	0.090639736	0.270053108	0.020621846	0.272133994	0.086189056
MARVELD1	-0.115647268	0.313482605	-0.101056518	0.212637928	-0.100483001	0.383890592
MARVELD2	-0.158393636	0.633424909	-0.14302857	0.519397569	-0.129188719	0.721790694
MARVELD3	-0.042559466	0.7763764	-0.02804069	0.774556694	-0.028268832	0.853554446
mascRNA-menRNA	-0.329885487	0.60436905	-0.314900203	0.409133844	-0.28544438	0.650775437
MASP2	0.038608339	0.96257718	0.052114332	0.88948335	0.0695749	0.930669575
MAST1	-0.013634352	0.958936055	0.001017332	0.99312892	0.002162352	0.992729157
MAST2	0.142296146	0.222969913	0.156977234	0.062440853	0.157603945	0.18541551
MAST3	0.107546581	0.463184969	0.122011924	0.217391712	0.123307409	0.374462801
MAST4	-0.137591888	0.622404517	-0.122710212	0.50771322	-0.114157251	0.681795739
MASTL	0.059695314	0.669975574	0.074099617	0.405747955	0.073929097	0.591893463
MAT2A	0.394612458	0.00165415	0.409217249	0.000100386	0.409834607	0.011798859
MAT2B	0.176579792	0.054748939	0.191068377	0.011440496	0.190979401	0.064057604
MATN1-AS1	0.045667052	0.940364861	0.060749704	0.829695766	0.070944691	0.902836474
MATN2	0.034404811	0.869970672	0.049605907	0.645832334	0.054091109	0.781150809
MATR3	0.298572944	0.020356232	0.312910186	0.002878082	0.315703313	0.041204186
MAU2	-0.091163419	0.252176018	-0.076612612	0.25091077	-0.076642118	0.400127913
MAVS	-0.052520879	0.658255089	-0.03769109	0.617484331	-0.037021872	0.759764768
MAX	-0.132776376	0.248937879	-0.117959514	0.149453305	-0.116836537	0.306479949
MAZ	-0.039210518	0.737754653	-0.02439083	0.736316253	-0.023768165	0.837824078
MB21D2	-0.203119987	0.103917974	-0.188529785	0.060478185	-0.188263718	0.147150309
MBD1	-0.054532964	0.719972851	-0.040069276	0.683242594	-0.039813382	0.787772925
MBD2	-0.027298103	0.876002654	-0.012650103	0.908221192	-0.012173509	0.943332964
MBD3	0.069163438	0.57460548	0.083803842	0.277428769	0.083920301	0.471951971
MBD4	0.3367811	0.010096608	0.3510263	0.001313138	0.353620129	0.023614102
MBD5	-0.204934802	0.073749135	-0.190204248	0.037763707	-0.189385435	0.125634059
MBD6	-0.334555639	0.002750839	-0.319715745	0.000525304	-0.318725933	0.015590967
MBIP	0.218352611	0.116893792	0.23277388	0.031569818	0.232476597	0.119626267
MBLAC1	0.070968307	0.930167879	0.08621897	0.815945752	0.09232631	0.896106739
MBLAC2	0.230469788	0.086293474	0.2452269	0.018964427	0.248996164	0.077132026
MBNL1	0.215358606	0.023687123	0.229876654	0.00465755	0.229937729	0.032933112
MBNL2	3.37E-05	0.999970196	0.013741349	0.953906993	0.024826041	0.97543439
MBNL3	-0.391783191	0.122591104	-0.376820566	0.063137723	-0.37276345	0.152105782
MBOAT2	0.326251753	0.006107622	0.340587197	0.001170038	0.340349456	0.017486465
MBOAT7	0.307336059	0.178022694	0.322331568	0.051859731	0.326668029	0.149256003
MBP	-0.396549836	0.000241409	-0.382014032	5.65E-05	-0.381975631	0.005061152
MBTD1	0.020941556	0.891323554	0.035538746	0.669017767	0.035535432	0.807651436
MBTPS1	0.117003736	0.219473046	0.131793271	0.062534558	0.132429357	0.168868942
MBTPS2	0.125460126	0.353725981	0.139920142	0.155977131	0.139694791	0.303886356
MC1R	0.496753357	0.001598132	0.511189725	0.000134775	0.512871199	0.005891081
MCAM	0.135946615	0.359529955	0.150407351	0.157241929	0.150068647	0.305945059
MCAT	-0.237383173	0.146896715	-0.222868006	0.0834243	-0.223328315	0.18541551
MCC	-0.157262054	0.410634551	-0.142605728	0.291773248	-0.141787799	0.466627814
MCCC1	-0.066956812	0.587097377	-0.052511752	0.523860821	-0.052604611	0.67704091
MCCC2	-0.059096585	0.654075109	-0.04443723	0.595296014	-0.044019771	0.744600047
MCEE	-0.137958684	0.333178905	-0.123741044	0.252316847	-0.121981099	0.403931903
MCEMP1	-1.225130593	0.139236716	-1.203553679	0.033685306	-1.187778553	0.173531908
MCF2L	0.028992399	0.889854511	0.043438099	0.706985131	0.043984524	0.82219996
MCF2L2	1.046065494	0.013279431	1.058085007	0.000720973	1.051808207	0.026758112
MCFD2	0.008626102	0.948218987	0.023373871	0.729861546	0.023656229	0.838105517
MCIDAS	0.198539729	0.511397512	0.212973416	0.259667921	0.213381374	0.435738582
MCL1	-0.092976314	0.26340269	-0.078338756	0.246362235	-0.078317324	0.393062875
MCM10	-0.006255369	0.979136649	0.008302094	0.935149796	0.008115094	0.968415585
MCM2	-0.204155769	0.042311629	-0.189376038	0.018394234	-0.188869583	0.08036801
MCM3	-0.017865402	0.891836494	-0.003156117	0.9735692	-0.002857702	0.983705852
MCM3AP	0.039106878	0.75402455	0.053716465	0.467215311	0.053771791	0.644523454
MCM3AP-AS1	-0.144212468	0.702391258	-0.129405376	0.60888175	-0.126191333	0.748091368
MCM4	-0.079053134	0.387969912	-0.064348814	0.342492185	-0.064132023	0.505409906
MCM5	-0.092526095	0.288491746	-0.077848186	0.259857708	-0.077612304	0.417901647
MCM6	0.388581842	0.00089277	0.403036567	5.58E-05	0.403088346	0.007946205
MCM7	-0.164806097	0.027126549	-0.150127733	0.025948635	-0.149988925	0.082136915
MCM8	-0.036190112	0.823031306	-0.021843304	0.830756869	-0.021529445	0.897933285
MCM9	0.157331505	0.292903577	0.171869138	0.117408634	0.172529776	0.225920677
MCMBP	0.14553833	0.179072599	0.160039461	0.051826823	0.160040055	0.168296181
MCMDC2	-0.283655051	0.803393097	-0.268852678	0.704173592	-0.262735281	0.825190953
MCOLN1	-0.032703724	0.859994237	-0.017954328	0.87343941	-0.015840483	0.931947565
MCPH1	-0.143967931	0.248991859	-0.129492365	0.179177882	-0.12810644	0.318809775
MCPH1-AS1	0.406463254	0.510370344	0.41860737	0.260463742	0.457456082	0.458138253
MCRIP1	0.144107607	0.252265557	0.158902278	0.068051438	0.159714966	0.197797013
MCRIP2	0.123980892	0.487411476	0.138420063	0.250806324	0.137817693	0.427370121
MCRS1	-0.15399323	0.252176018	-0.139728156	0.14785486	-0.138538678	0.322759913
MCTP2	-0.06249489	0.768375891	-0.048129351	0.722412526	-0.047753294	0.814850786
MCTS1	-0.006196916	0.972148249	0.008485893	0.913579218	0.009912611	0.947427124
MCU	-0.198510749	0.040337154	-0.184009319	0.023177766	-0.184130908	0.080981661
MCUB	0.335484632	0.000570391	0.349884499	7.39E-05	0.350151136	0.004749411
MCUR1	0.060877946	0.690176329	0.075366194	0.430466286	0.07563576	0.599574547
MDC1	-0.488914489	0.067171867	-0.473697205	0.03015505	-0.465058476	0.114037986
MDFI	-0.005639093	0.975221116	0.009040038	0.906711522	0.009342802	0.951740926
MDFIC	0.057743346	0.821294386	0.071967677	0.617993061	0.072067356	0.758505407
MDGA1	-0.508340528	0.004599644	-0.493503689	0.001389935	-0.488541874	0.013085335
MDH1	0.066054239	0.656119569	0.080268418	0.383915619	0.082332801	0.584527987
MDH2	-0.127847642	0.214886333	-0.112944243	0.137547582	-0.111901634	0.281001079
MDK	0.265403886	0.417927869	0.279576176	0.083482483	0.286234891	0.230405861
MDM1	0.382176162	0.020237265	0.396551279	0.003446325	0.399521098	0.027869394
MDM2	-0.099060343	0.308498866	-0.084675143	0.261692694	-0.084337744	0.426892548
MDM4	-0.184175573	0.082722905	-0.169665491	0.047736659	-0.169651013	0.149994293
MDN1	-0.172472209	0.12259246	-0.157797799	0.066909864	-0.157592768	0.184575245
MDP1	0.773960486	0.069538586	0.785724759	0.011313247	0.844338383	0.060206705
ME2	0.249532933	0.07364157	0.263829642	0.018451141	0.265650574	0.088839476
MEA1	0.099063892	0.517853292	0.113644122	0.259563556	0.114223314	0.436886981
MEAF6	0.223334959	0.028724283	0.237996478	0.004108354	0.238907116	0.03138197
MECP2	-0.074755373	0.671588493	-0.060083478	0.581364404	-0.059755705	0.739046261
MECR	-0.333069281	0.000993064	-0.318690714	0.000324076	-0.318586202	0.010391061
MED1	-0.295000067	0.007991292	-0.280253504	0.002516418	-0.28000511	0.030871943
MED10	-0.144791145	0.230599973	-0.130520177	0.149556667	-0.129449642	0.307005484
MED11	-0.031272283	0.898538805	-0.016942067	0.916280121	-0.011218478	0.962903733
MED12	-0.272675662	0.012076497	-0.257791341	0.004372444	-0.257008336	0.040707621
MED12L	-0.146293023	0.324127844	-0.131419759	0.205716277	-0.130318138	0.406039602
MED13	-0.043936554	0.798527452	-0.029313261	0.772914601	-0.029318141	0.873231276
MED13L	-0.104894311	0.56334004	-0.089840345	0.440921585	-0.087580162	0.650989875
MED14	-0.006324494	0.976017836	0.008408578	0.927744377	0.009306281	0.96016598
MED15	-0.387731599	4.40E-06	-0.373059486	1.12E-06	-0.372392539	0.001002107
MED15P1	-0.451995136	0.614563883	-0.438403955	0.389578077	-0.39404395	0.603245895
MED15P4	0.520923144	0.528549482	0.532929989	0.232409635	0.522691525	0.428229437
MED15P6	0.081356418	0.852191614	0.096648178	0.692633951	0.147217118	0.702623443
MED15P9	0.479707826	0.518386094	0.494988296	0.227935555	0.527796993	0.388113487
MED16	-0.221444592	0.077814957	-0.20685647	0.037410454	-0.20492655	0.143474407
MED17	0.037807498	0.797370131	0.052179252	0.549759136	0.053211208	0.699708425
MED18	-0.025959123	0.890439464	-0.011321859	0.924096562	-0.011150366	0.951948747
MED19	0.001236993	0.99531979	0.01560596	0.885479557	0.015411229	0.940860763
MED20	0.128992349	0.340495125	0.143581711	0.13612638	0.143614698	0.289283313
MED21	0.312759526	0.007483809	0.327373544	0.000934564	0.327846198	0.014839802
MED22	-0.088706205	0.455125654	-0.074059224	0.36362908	-0.073843642	0.547121616
MED23	0.212143615	0.048158238	0.226629937	0.008824177	0.226775098	0.060707052
MED24	-0.122333653	0.152076755	-0.107703849	0.122020025	-0.107355233	0.248241478
MED25	-0.109637809	0.261417734	-0.095112293	0.205804436	-0.095041812	0.358237573
MED26	-0.202271618	0.071674534	-0.187721175	0.038535231	-0.187666727	0.117327124
MED27	-0.136352653	0.460937884	-0.121928709	0.323668931	-0.120510555	0.529433522
MED28	0.065832856	0.630383574	0.080701413	0.327120484	0.082458273	0.518041416
MED29	0.084781423	0.52212177	0.099162408	0.254471045	0.099575735	0.436478634
MED30	0.010289298	0.962517017	0.024515505	0.817639095	0.025524985	0.895263766
MED31	0.008416021	0.979518947	0.023195648	0.884987862	0.027390308	0.9202989
MED4	0.145119502	0.264522173	0.159488876	0.099798029	0.15926609	0.239067862
MED6	-0.08921692	0.529090365	-0.074806808	0.452276123	-0.073975334	0.601199843
MED7	0.165882079	0.286649332	0.18048315	0.111989708	0.18352092	0.212253682
MED8	-0.171502642	0.185996878	-0.156971202	0.108171414	-0.155561279	0.255724285
MED9	-0.073822212	0.680412583	-0.058797533	0.6024939	-0.053693493	0.767548334
MEF2A	0.108492719	0.544195988	0.12303585	0.296226419	0.122923116	0.46354783
MEF2B	0.11693674	0.472695165	0.131489922	0.238215285	0.132902012	0.392800088
MEF2D	-0.279236106	0.004335292	-0.264507507	0.001336615	-0.264008615	0.019744533
MEGF6	-0.796150959	0.064125313	-0.781750754	0.021186178	-0.769781226	0.095890888
MEGF8	0.022246143	0.89081657	0.036956057	0.661595185	0.037249671	0.804607082
MEGF9	-0.013284693	0.951948656	0.001494899	0.982122324	0.003374098	0.987816609
MEIOC	-0.611878821	0.47472872	-0.597063314	0.26224583	-0.578684205	0.469993743
MEIS1	0.053053002	0.830196753	0.067691905	0.624717401	0.069650001	0.752874285
MEIS2	0.141278209	0.833749795	0.15407949	0.639379111	0.175819173	0.769584134
MEIS3	0.17795361	0.42371439	0.192337145	0.201796254	0.192009054	0.338423383
MELK	0.139800659	0.264756732	0.154212617	0.093191902	0.154680713	0.227308031
MELTF	-0.146778684	0.796806706	-0.132673322	0.706369977	-0.102855818	0.858863747
MEMO1	-0.213595271	0.015840387	-0.198989167	0.007716373	-0.198721408	0.045671277
MEMO1P1	-0.122907238	0.823031306	-0.107129269	0.768987043	-0.074721519	0.890903286
MEN1	-0.03701117	0.82914181	-0.022152797	0.817612899	-0.019298318	0.911211156
MEPCE	0.016074669	0.902142352	0.03069336	0.666193697	0.030828174	0.794804437
MERTK	5.25E-06	0.999970196	0.014743514	0.925191868	0.021286751	0.93656995
MESDC1	0.074095178	0.675781349	0.088864867	0.41544769	0.0909906	0.58786094
MESDC2	0.080761373	0.529051369	0.095627253	0.224161703	0.096626929	0.406039602
MET	-0.098882033	0.623081381	-0.084438468	0.532041987	-0.08351989	0.683388525
METAP1	0.154731884	0.127745548	0.16929202	0.030752251	0.170416405	0.111710841
METAP1D	0.19366558	0.2672359	0.208293022	0.101052838	0.211322053	0.20559496
METAP2	0.04005351	0.807575544	0.054057363	0.559979386	0.057491121	0.721706465
METRN	0.331657164	0.025415746	0.346143374	0.003026404	0.345695068	0.040471769
METRNL	-0.535970733	0.003680922	-0.521530524	0.001354854	-0.521815413	0.023124835
METTL1	-0.231053973	0.111450719	-0.216565866	0.060148237	-0.211154481	0.172780905
METTL10	0.174799961	0.196115451	0.189300566	0.064403558	0.189808722	0.171072083
METTL12	-0.035230706	0.939275198	-0.02114027	0.984606037	-0.021264585	0.960649065
METTL13	-0.036268988	0.792329943	-0.021513595	0.790554082	-0.020919382	0.880523049
METTL14	0.271946709	0.026521074	0.286359892	0.005733839	0.286884597	0.03766755
METTL15	0.128178225	0.421081825	0.142482458	0.20561211	0.142469042	0.369782587
METTL15P1	0.2375601	0.683220498	0.252185496	0.459521535	0.269055989	0.637607624
METTL16	-0.180355144	0.105739771	-0.165747096	0.055079165	-0.165539142	0.161359178
METTL17	0.018698331	0.911065345	0.033104794	0.702513554	0.033507184	0.831604307
METTL18	0.492749707	0.049290373	0.506615231	0.008797029	0.506519488	0.047193698
METTL21A	0.051942082	0.777572769	0.066324374	0.543810068	0.067487673	0.69649642
METTL21B	-0.132862562	0.451485712	-0.11816532	0.336908903	-0.115716143	0.503943617
METTL22	-0.073689507	0.64053477	-0.059424066	0.574202957	-0.056801758	0.72716395
METTL23	0.037723388	0.868340249	0.052031423	0.67614024	0.052030625	0.818249688
METTL25	0.460085285	0.049507994	0.474425055	0.01118481	0.480772671	0.06719839
METTL26	-0.035098009	0.853149463	-0.020577295	0.858108933	-0.020636122	0.914731773
