NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
MTDH	1	MTDH	
ZSCAN10	1	ZSCAN10	
PRDM16	1	PRDM16	
GAR1	1	GAR1	
ZSCAN12	1	ZSCAN12	
ZSCAN16	1	ZSCAN16	
ZSCAN18	1	ZSCAN18	
FAM120AOS	1	FAM120AOS	
BTF3	1	BTF3	
HOMER1	1	HOMER1	
HOMER2	1	HOMER2	
MEX3D	1	MEX3D	
MEX3C	1	MEX3C	
PEDS1-UBE2V1	1	TMEM189-UBE2V1	
MEX3B	1	MEX3B	
MEX3A	1	MEX3A	
LINC02603	1	MIRLET7DHG	
LINC02600	1	AC141928.1	
SETD4	1	SETD4	
DENND1C	1	DENND1C	
BTG3	1	BTG3	
SETD5	1	SETD5	
DENND1B	1	DENND1B	
CDKN1A	1	CDKN1A	
BTG2	1	BTG2	
RARG	1	RARG	
SETD2	1	SETD2	
CDKN1B	1	CDKN1B	
BTG1	1	BTG1	
SETD3	1	SETD3	
SETD9	1	SETD9	
SETD6	1	SETD6	
DENND1A	1	DENND1A	
SETD7	1	SETD7	
ASH2L	1	ASH2L	
ASGR1	1	ASGR1	
ASGR2	1	ASGR2	
ADAMTSL5	1	ADAMTSL5	
ADAMTSL4	1	ADAMTSL4	
MTG1	1	MTG1	
MTG2	1	MTG2	
DENND11	1	KIAA1147	
DENND10	1	FAM45A	
ADAMTSL2	1	ADAMTSL2	
RPL14P1	1	RPL14P1	
TK2	1	TK2	
TK1	1	TK1	
RPL14P3	1	RPL14P3	
DENND2D	1	DENND2D	
DENND2C	1	DENND2C	
ZSCAN5A	1	ZSCAN5A	
RNU6-1053P	1	RNU6-1053P	
ZSCAN5B	1	ZSCAN5B	
DENND2B	1	ST5	
DENND2A	1	DENND2A	
ASAP1-IT2	1	ASAP1-IT2	
ASH1L	1	ASH1L	
COPZ1	1	COPZ1	
ANGPTL6	1	ANGPTL6	
MTF1	1	MTF1	
MTF2	1	MTF2	
RARA	1	RARA	
GAS2	1	GAS2	
ANGPTL2	1	ANGPTL2	
GAS1	1	GAS1	
ANGPTL4	1	ANGPTL4	
SINHCAF	1	FAM60A	
TKT	1	TKT	
GAS6	1	GAS6	
GART	1	GART	
GAS5	1	GAS5	
GAS8	1	GAS8	
ZNF528-AS1	1	ZNF528-AS1	
GAS7	1	GAS7	
LNX1-AS2	1	LNX1-AS2	
CEP295NL	1	CEP295NL	
AATBC	1	AATBC	
PAPSS1	1	PAPSS1	
ERMP1	1	ERMP1	
ARRDC1-AS1	1	ARRDC1-AS1	
TOMM20P4	1	TOMM20P4	
OLFML1	1	OLFML1	
MBNL3	1	MBNL3	
CDKN2D	1	CDKN2D	
HOXB-AS1	1	HOXB-AS1	
CDKN2B	1	CDKN2B	
CDKN2C	1	CDKN2C	
CDKN2A	1	CDKN2A	
IL10RB	1	IL10RB	
IL10RA	1	IL10RA	
OR8A2P	1	OR8A2P	
HOXB-AS3	1	HOXB-AS3	
GATC	1	GATC	
GATB	1	GATB	
GATM	1	GATM	
OSTM1	1	OSTM1	
COQ8B	1	COQ8B	
COQ8A	1	COQ8A	
LINC01354	1	LINC01354	
GTF2B	1	GTF2B	
CIBAR1P1	1	FAM92A1P1	
SETP3	1	SETP3	
LINC01347	1	LINC01347	
GTF2I	1	GTF2I	
MAP2K3	1	MAP2K3	
MAP2K4	1	MAP2K4	
LINC01341	1	LINC01341	
MAP2K1	1	MAP2K1	
MAP2K2	1	MAP2K2	
WWTR1-IT1	1	WWTR1-IT1	
RALGAPA1	1	RALGAPA1	
SKIDA1	1	SKIDA1	
RALGAPA2	1	RALGAPA2	
GTF3A	1	GTF3A	
LARP4B	1	LARP4B	
RFX3-DT	1	RFX3-AS1	
H4C16	1	HIST4H4	
H4C15	1	HIST2H4B	
H4C14	1	HIST2H4A	
H4C12	1	HIST1H4K	
H4C11	1	HIST1H4J	
LINC01376	1	LINC01376	
INSIG2	1	INSIG2	
INSIG1	1	INSIG1	
MTLN	1	LINC00116	
MTM1	1	MTM1	
ESPNL	1	ESPNL	
CDIPTOSP	1	CDIPT-AS1	
TPR	1	TPR	
ESPNP	1	ESPNP	
MAP2K7	1	MAP2K7	
MAP2K5	1	MAP2K5	
MAP2K6	1	MAP2K6	
LINC02693	1	C17orf51	
SYNJ2	1	SYNJ2	
RNU1-5P	1	RNU1-5P	
COPS4	1	COPS4	
COPRS	1	COPRS	
COPS3	1	COPS3	
COPS6	1	COPS6	
COPS5	1	COPS5	
SYNJ1	1	SYNJ1	
COPS2	1	COPS2	
POLR2MP1	1	GCOM2	
LINC01359	1	LINC01359	
COPS8	1	COPS8	
LINC01355	1	LINC01355	
LINC01356	1	LINC01356	
COPS9	1	COPS9	
TCP10L	1	TCP10L	
ATP8B1-AS1	1	RP11-35G9.3	
GAL3ST1	1	GAL3ST1	
BMPR2	1	BMPR2	
ASH1L-AS1	1	ASH1L-AS1	
SYNE4	1	SYNE4	
MTO1	1	MTO1	
SYNE3	1	SYNE3	
SYNE2	1	SYNE2	
SYNE1	1	SYNE1	
WDFY3-AS2	1	WDFY3-AS2	
THBD	1	THBD	
PROX1-AS1	1	PROX1-AS1	
LINC01305	1	LINC01305	
SERAC1	1	SERAC1	
LINC01300	1	LINC01300	
LINC01301	1	LINC01301	
GAL3ST4	1	GAL3ST4	
RPS9P1	1	RPS9P1	
SECISBP2L	1	SECISBP2L	
LANCL1	1	LANCL1	
TSN	1	TSN	
SUCLG2P2	1	SUCLG2P2	
TST	1	TST	
ESPL1	1	ESPL1	
LANCL2	1	LANCL2	
ALDH9A1	1	ALDH9A1	
MTPN	1	MTPN	
LEPROT	1	LEPROT	
DGCR11	1	DGCR11	
WASF4P	1	WASF4P	
TTK	1	TTK	
TTL	1	TTL	
TTN	1	TTN	
ABLIM2	1	ABLIM2	
ALOXE3	1	ALOXE3	
TUB	1	TUB	
MTOR	1	MTOR	
GLOD4	1	GLOD4	
GLOD5	1	GLOD5	
LINC01315	1	LINC01315	
LINC01311	1	LINC01311	
DYNC2I2	1	WDR34	
DYNC2I1	1	WDR60	
TCERG1	1	TCERG1	
OLFM5P	1	OLFM5P	
C12orf57	1	C12orf57	
MTRR	1	MTRR	
C12orf56	1	C12orf56	
HDAC10	1	HDAC10	
WDSUB1	1	WDSUB1	
ZMYND8	1	ZMYND8	
AQP8	1	AQP8	
PITPNB	1	PITPNB	
HDAC11	1	HDAC11	
PITPNA	1	PITPNA	
AQP7	1	AQP7	
GBA1	1	GBA	
MKI67	1	MKI67	
AQP2	1	AQP2	
GBA2	1	GBA2	
AQP3	1	AQP3	
AQP1	1	AQP1	
KIAA0930	1	KIAA0930	
C12orf60	1	C12orf60	
BTRC	1	BTRC	
SYNPO	1	SYNPO	
DYNC2H1	1	DYNC2H1	
CPT1A	1	CPT1A	
IFRD2	1	IFRD2	
IFRD1	1	IFRD1	
RPS4XP16	1	RPS4XP16	
KNL1	1	KNL1	
CPT1C	1	CPT1C	
RPS4XP11	1	RPS4XP11	
CPT1B	1	CPT1B	
PCMTD1P3	1	PCMTD1P3	
NIF3L1	1	NIF3L1	
RPL37P23	1	RPL37P23	
HECA	1	HECA	
CAGE1	1	CAGE1	
RPS2P55	1	RPS2P55	
DIP2A-IT1	1	DIP2A-IT1	
RTEL1	1	RTEL1	
BCYRN1	1	BCYRN1	
TSC22D1-AS1	1	TSC22D1-AS1	
TRANK1	1	TRANK1	
ST20-AS1	1	ST20-AS1	
SLC26A10P	1	SLC26A10	
TXN	1	TXN	
STRIP1	1	STRIP1	
STRIP2	1	STRIP2	
RPS2P46	1	RPS2P46	
SYNRG	1	SYNRG	
OCEL1	1	OCEL1	
ZZZ3	1	ZZZ3	
VNN2	1	VNN2	
SMURF2P1	1	SMURF2P1	
RBAK	1	RBAK	
C12orf76	1	C12orf76	
RPS2P32	1	RPS2P32	
C12orf75	1	C12orf75	
RANP4	1	RANP4	
TENM3	1	TENM3	
LINC01270	1	LINC01270	
LINC01271	1	LINC01271	
GBE1	1	GBE1	
LINC01273	1	LINC01273	
RPL13P12	1	RPL13P12	
ZNF341-AS1	1	ZNF341-AS1	
SEC61G	1	SEC61G	
TMED3	1	TMED3	
TMED2	1	TMED2	
DGCR6L	1	DGCR6L	
TMED1	1	TMED1	
SEC61B	1	SEC61B	
TMED7	1	TMED7	
TMED6	1	TMED6	
ERMAP	1	ERMAP	
TMED5	1	TMED5	
TMED4	1	TMED4	
ZYG11B	1	ZYG11B	
SLC25A6P5	1	SLC25A6P5	
TMED9	1	TMED9	
ZYG11A	1	ZYG11A	
TMED8	1	TMED8	
LINC01260	1	LINC01260	
HEG1	1	HEG1	
SCNM1	1	SCNM1	
SCAND2P	1	SCAND2P	
SDCCAG8	1	SDCCAG8	
AVPI1	1	AVPI1	
MRPS9-AS1	1	UTAT33	
LINC01297	1	LINC01297	
DTYMK	1	DTYMK	
LINC01293	1	LINC01293	
LINC01291	1	LINC01291	
RBFA	1	RBFA	
NOP14-AS1	1	NOP14-AS1	
C12orf43	1	C12orf43	
TM4SF19	1	TM4SF19	
MTX1	1	MTX1	
MTX2	1	MTX2	
C12orf29	1	C12orf29	
MTX3	1	MTX3	
GBF1	1	GBF1	
NR6A1	1	NR6A1	
PRKRA	1	PRKRA	
COPG2	1	COPG2	
COPG1	1	COPG1	
LINC01278	1	LINC01278	
FRA10AC1	1	FRA10AC1	
GAS5-AS1	1	GAS5-AS1	
HELB	1	HELB	
GOLGA6L9	1	GOLGA6L9	
STX16-NPEPL1	1	STX16-NPEPL1	
IL11RA	1	IL11RA	
STIMATE	1	TMEM110	
ACYP2	1	ACYP2	
CDPF1	1	CDPF1	
ACYP1	1	ACYP1	
RSBN1	1	RSBN1	
MBNL1-AS1	1	MBNL1-AS1	
RTN3P1	1	RTN3P1	
ZCCHC8	1	ZCCHC8	
ZCCHC7	1	ZCCHC7	
COPB2	1	COPB2	
COPB1	1	COPB1	
ZCCHC9	1	ZCCHC9	
ALOX15	1	ALOX15	
ALOX12	1	ALOX12	
YWHAZP2	1	YWHAZP2	
YWHAZP4	1	YWHAZP4	
ZMAT1	1	ZMAT1	
YWHAZP3	1	YWHAZP3	
THPO	1	THPO	
ZMAT2	1	ZMAT2	
UBB	1	UBB	
ZMAT3	1	ZMAT3	
C15orf61	1	C15orf61	
ZMAT5	1	ZMAT5	
UBC	1	UBC	
C15orf62	1	C15orf62	
LONRF1	1	LONRF1	
YWHAZP5	1	YWHAZP5	
CPSF4	1	CPSF4	
CPSF7	1	CPSF7	
CPSF6	1	CPSF6	
HELQ	1	HELQ	
CPSF1	1	CPSF1	
CPSF3	1	CPSF3	
CPSF2	1	CPSF2	
HELZ	1	HELZ	
SEM1	1	SHFM1	
BAMBI	1	BAMBI	
CRYL1	1	CRYL1	
FGFR4	1	FGFR4	
ZCCHC4	1	ZCCHC4	
RBIS	1	C8orf59	
FGFR3	1	FGFR3	
ZCCHC3	1	ZCCHC3	
FGFR2	1	FGFR2	
ZCCHC2	1	ZCCHC2	
FGFR1	1	FGFR1	
C15orf39	1	C15orf39	
ST7-OT4	1	ST7-OT4	
UCN	1	UCN	
THRB	1	THRB	
THRA	1	THRA	
SMG1P1	1	SMG1P1	
SMG1P2	1	SMG1P2	
SMG1P3	1	SMG1P3	
SMG1P4	1	SMG1P4	
SMG1P5	1	SMG1P5	
SMG1P6	1	SMG1P6	
SMG1P7	1	SMG1P7	
OPLAH	1	OPLAH	
RBM3	1	RBM3	
RBM4	1	RBM4	
MIR762HG	1	MIR762HG	
C15orf40	1	C15orf40	
RBM7	1	RBM7	
RBM5	1	RBM5	
RBM6	1	RBM6	
FTLP3	1	FTLP3	
FTLP2	1	FTLP2	
C15orf48	1	C15orf48	
GLP2R	1	GLP2R	
MYRIP	1	MYRIP	
FLJ16779	1	FLJ16779	
RBL2	1	RBL2	
RBL1	1	RBL1	
TDGF1P7	1	TDGF1P7	
TMEM9	1	TMEM9	
RBKS	1	RBKS	
TSGA10IP	1	TSGA10IP	
NRXN2	1	NRXN2	
BICRA	1	GLTSCR1	
NXF1	1	NXF1	
MUC1	1	MUC1	
EOLA1-DT	1	LINC00893	
SAP30L	1	SAP30L	
POC1A	1	POC1A	
POC1B	1	POC1B	
HES1	1	HES1	
TENT2	1	PAPD4	
BUB3	1	BUB3	
GBP2	1	GBP2	
HES3	1	HES3	
HES2	1	HES2	
GBP1	1	GBP1	
MUC4	1	MUC4	
BUB1	1	BUB1	
GBP4	1	GBP4	
GBP3	1	GBP3	
HES4	1	HES4	
CRYGS	1	CRYGS	
NOC2LP1	1	NOC2LP1	
NOC2LP2	1	NOC2LP2	
CAPN14	1	CAPN14	
CAPN11	1	CAPN11	
JSRP1	1	JSRP1	
CAPN12	1	CAPN12	
CAPN10	1	CAPN10	
RBMX	1	RBMX	
FSIP2	1	FSIP2	
ZFYVE9	1	ZFYVE9	
ARAF	1	ARAF	
C22orf23	1	C22orf23	
RBPJ	1	RBPJ	
ZFYVE1	1	ZFYVE1	
ZFYVE28	1	ZFYVE28	
ZFYVE26	1	ZFYVE26	
NDUFB2-AS1	1	NDUFB2-AS1	
ZFYVE27	1	ZFYVE27	
RNU2-7P	1	RNU2-7P	
UBASH3B	1	UBASH3B	
LINC01629	1	LINC01629	
LINC01625	1	LINC01625	
HES7	1	HES7	
HES6	1	HES6	
HPCAL1	1	HPCAL1	
ZFYVE21	1	ZFYVE21	
TNS2-AS1	1	RP11-983P16.4	
RNASE4	1	RNASE4	
GAPVD1	1	GAPVD1	
C22orf39	1	C22orf39	
RNASE1	1	RNASE1	
KMT5AP1	1	SETD8P1	
ZFYVE16	1	ZFYVE16	
RBP5	1	RBP5	
ZFYVE19	1	ZFYVE19	
LINC01618	1	LINC01618	
NR2F2-AS1	1	NR2F2-AS1	
LINC01619	1	LINC01619	
LINC01612	1	LINC01612	
NOS2P2	1	NOS2P2	
CEP85L	1	CEP85L	
SDR39U1	1	SDR39U1	
LINC02977	1	RP11-4O1.2	
LINC02976	1	RP3-475N16.1	
LINC00310	1	LINC00310	
LINC00313	1	LINC00313	
EDEM3	1	EDEM3	
MCTS1	1	MCTS1	
MCTS2	1	MCTS2P	
EDEM1	1	EDEM1	
LRBA	1	LRBA	
EDEM2	1	EDEM2	
NETO2	1	NETO2	
PTRHD1	1	PTRHD1	
SETX	1	SETX	
COL1A1	1	COL1A1	
DCHS1	1	DCHS1	
PHKA2-AS1	1	PHKA2-AS1	
ARF3	1	ARF3	
ARF4	1	ARF4	
SUCLG2-DT	1	SUCLG2-AS1	
ARF1	1	ARF1	
HEXB	1	HEXB	
HEXA	1	HEXA	
HEXD	1	HEXDC	
TAB3-AS2	1	TAB3-AS2	
IKBKB	1	IKBKB	
TUBA1C	1	TUBA1C	
TUBA1B	1	TUBA1B	
TUBA1A	1	TUBA1A	
HEY1	1	HEY1	
HMGB3P6	1	HMGB3P6	
PP7080	1	PP7080	
HEY2	1	HEY2	
LINC02913	1	C9orf106	
IKBKG	1	IKBKG	
IKBKE	1	IKBKE	
IKBIP	1	IKBIP	
ARG2	1	ARG2	
CROCCP5	1	CROCCP5	
CROCCP3	1	CROCCP3	
CROCCP2	1	CROCCP2	
RRAS2	1	RRAS2	
GOLGA2P8	1	GOLGA2P8	
RN7SL809P	1	RN7SL809P	
RBSN	1	RBSN	
GOLGA2P7	1	GOLGA2P7	
GOLGA2P5	1	GOLGA2P5	
GPRC5B	1	GPRC5B	
GPRC5A	1	GPRC5A	
RILPL2	1	RILPL2	
LINC02904	1	C8orf31	
RILPL1	1	RILPL1	
LINC02901	1	C6orf99	
GPRC5D	1	GPRC5D	
GPRC5C	1	GPRC5C	
ARF5	1	ARF5	
ARF6	1	ARF6	
SUMO2P17	1	SUMO2P17	
KATNIP	1	KIAA0556	
RNASEL	1	RNASEL	
RNASEK	1	RNASEK	
STAU1	1	STAU1	
STAU2	1	STAU2	
SEZ6	1	SEZ6	
MIEF2	1	MIEF2	
MIEF1	1	MIEF1	
SINHCAFP2	1	FAM60CP	
SINHCAFP1	1	FAM60BP	
UNG	1	UNG	
TUBA3E	1	TUBA3E	
TUBA3D	1	TUBA3D	
UNK	1	UNK	
GBX2	1	GBX2	
LINC01605	1	LINC01605	
LINC01607	1	LINC01607	
H3C12	1	HIST1H3J	
RNASE7	1	RNASE7	
RERG-IT1	1	RERG-IT1	
H3C10	1	HIST1H3H	
STAT6	1	STAT6	
STAT1	1	STAT1	
STAT2	1	STAT2	
STAT3	1	STAT3	
CASTOR1	1	GATSL3	
GHET1	1	GHET1	
GLRA4	1	GLRA4	
ASPRV1	1	ASPRV1	
HEYL	1	HEYL	
MIR24-2	1	MIR24-2	
LRG1	1	LRG1	
CASTOR2	1	GATSL2	
LINC02925	1	RP3-439F8.1	
SERBP1	1	SERBP1	
ETFBKMT	1	ETFBKMT	
UBAP1	1	UBAP1	
UBAP2	1	UBAP2	
ERO1A	1	ERO1A	
ERO1B	1	ERO1B	
CCNT2	1	CCNT2	
CCNT1	1	CCNT1	
SMCHD1	1	SMCHD1	
HEPHL1	1	HEPHL1	
TUBA5P	1	RP11-480I12.5	
PITX2	1	PITX2	
PITX1	1	PITX1	
PPP1R16B	1	PPP1R16B	
MINAR1	1	KIAA1024	
AREL1	1	AREL1	
KHNYN	1	KHNYN	
PPP1R16A	1	PPP1R16A	
MUL1	1	MUL1	
OR2T8	1	OR2T8	
TUBA4A	1	TUBA4A	
RBX1	1	RBX1	
RBMXL1	1	RBMXL1	
OVCH1-AS1	1	OVCH1-AS1	
LINC01699	1	GM140	
PFKFB2	1	PFKFB2	
PFKFB1	1	PFKFB1	
PFKFB4	1	PFKFB4	
PFKFB3	1	PFKFB3	
ARL6	1	ARL6	
TUBGCP2	1	TUBGCP2	
MIR374B	1	MIR374B	
ARL3	1	ARL3	
ARL1	1	ARL1	
ARL2	1	ARL2	
RAP1GAP	1	RAP1GAP	
RBMXP2	1	RBMXP2	
ENTREP3	1	FAM189B	
BCL2L12	1	BCL2L12	
BCL2L13	1	BCL2L13	
SBNO1	1	SBNO1	
SBNO2	1	SBNO2	
BCL2L11	1	BCL2L11	
ATG101	1	ATG101	
CPAMD8	1	CPAMD8	
TIA1	1	TIA1	
BICRAL	1	GLTSCR1L	
KCNK4-TEX40	1	KCNK4-TEX40	
ENTREP1	1	FAM189A2	
MFHAS1	1	MFHAS1	
UST	1	UST	
TUBGCP5	1	TUBGCP5	
TUBGCP6	1	TUBGCP6	
ALG1L10P	1	ALG1L10P	
TUBGCP3	1	TUBGCP3	
TUBGCP4	1	TUBGCP4	
CNTNAP2	1	CNTNAP2	
LINC01671	1	AP001626.1	
CNTNAP1	1	CNTNAP1	
FAM47E-STBD1	1	FAM47E-STBD1	
PPP1R13B	1	PPP1R13B	
NXT1	1	NXT1	
LINC00342	1	LINC00342	
COX4I1	1	COX4I1	
COX4I2	1	COX4I2	
PIK3CD	1	PIK3CD	
PIK3CB	1	PIK3CB	
NXT2	1	NXT2	
PPP1R13L	1	PPP1R13L	
EIF3CL	1	EIF3CL	
UTY	1	UTY	
LINC00339	1	LINC00339	
LINC00334	1	LINC00334	
LINC02990	1	RP11-909N17.2	
PPP1R12A	1	PPP1R12A	
ARNT	1	ARNT	
TMED10P2	1	TMED10P2	
PIK3CA	1	PIK3CA	
PIK3C3	1	PIK3C3	
PPP1R12B	1	PPP1R12B	
PPP1R12C	1	PPP1R12C	
LINC00324	1	LINC00324	
LINC02985	1	AC156455.1	
PPP1R15A	1	PPP1R15A	
PPP1R15B	1	PPP1R15B	
FAM167A-AS1	1	FAM167A-AS1	
LRP1	1	LRP1	
RN7SL800P	1	RN7SL800P	
LRP5	1	LRP5	
LRP4	1	LRP4	
KATNB1	1	KATNB1	
LRP3	1	LRP3	
FURIN	1	FURIN	
LRP8	1	LRP8	
LRP6	1	LRP6	
PRIMPOL	1	PRIMPOL	
MIEN1	1	MIEN1	
OR2W3	1	OR2W3	
KATNA1	1	KATNA1	
TIFA	1	TIFA	
PCBD1	1	PCBD1	
PCBD2	1	PCBD2	
CNNM2	1	CNNM2	
CNNM3	1	CNNM3	
LINC00355	1	LINC00355	
CNNM4	1	CNNM4	
PPP1R14A	1	PPP1R14A	
METAP1D	1	METAP1D	
PPP1R14B	1	PPP1R14B	
AKR7L	1	AKR7L	
CDR2L	1	CDR2L	
EIF4A2	1	EIF4A2	
EIF4A1	1	EIF4A1	
TAS2R20	1	TAS2R20	
LRR1	1	LRR1	
EIF4A3	1	EIF4A3	
ULK4	1	ULK4	
TONSL	1	TONSL	
DNHD1	1	DNHD1	
GCC2	1	GCC2	
GCC1	1	GCC1	
MIR106B	1	MIR106B	
NUBP1	1	NUBP1	
NUBP2	1	NUBP2	
UXT	1	UXT	
TCL1B	1	TCL1B	
BAIAP2L2	1	BAIAP2L2	
BAIAP2L1	1	BAIAP2L1	
DHX57	1	DHX57	
ALG1L15P	1	ALG1L15P	
DHX58	1	DHX58	
BCAP29	1	BCAP29	
RCC1	1	RCC1	
CCNL2	1	CCNL2	
CCNL1	1	CCNL1	
ACAD11	1	ACAD11	
ACAD10	1	ACAD10	
EPHB1	1	EPHB1	
EPHB4	1	EPHB4	
EPHB3	1	EPHB3	
PABIR1	1	FAM122A	
ARSA	1	ARSA	
EPHA7	1	EPHA7	
ADPGK-AS1	1	ADPGK-AS1	
TAS2R14	1	TAS2R14	
PABIR2	1	FAM122B	
GCAT	1	GCAT	
PABIR3	1	FAM122C	
DHX40	1	DHX40	
ULK3	1	ULK3	
MXRA8	1	MXRA8	
ULK1	1	ULK1	
MXRA7	1	MXRA7	
PEX11G	1	PEX11G	
EPHA1	1	EPHA1	
MXRA5	1	MXRA5	
MMADHC	1	MMADHC	
EPHA2	1	EPHA2	
GCDH	1	GCDH	
PAXIP1	1	PAXIP1	
PEX11A	1	PEX11A	
PEX11B	1	PEX11B	
PIK3R4	1	PIK3R4	
SUPT4H1	1	SUPT4H1	
PIK3R3	1	PIK3R3	
PIK3R2	1	PIK3R2	
PIK3R1	1	PIK3R1	
PTTG1IP	1	PTTG1IP	
ART5	1	ART5	
PIK3R5	1	PIK3R5	
DHX30	1	DHX30	
DHX32	1	DHX32	
RAB11FIP1	1	RAB11FIP1	
PCBP3	2	PCBP3:PCBP3-OT1	
DHX33	1	DHX33	
ARSL	1	ARSE	
PCBP4	1	PCBP4	
DHX34	1	DHX34	
MIER3	1	MIER3	
DHX35	1	DHX35	
MIER2	1	MIER2	
MICAL1	1	MICAL1	
PCBP1	1	PCBP1	
VN1R83P	1	VN1R83P	
ARSK	1	ARSK	
DHX36	1	DHX36	
PCBP2	1	PCBP2	
MIER1	1	MIER1	
DHX37	1	DHX37	
ARSH	1	ARSH	
DHX38	1	DHX38	
ZBED1	1	ZBED1	
ARSF	1	ARSF	
ARSG	1	ARSG	
RCE1	1	RCE1	
RAB11FIP2	1	RAB11FIP2	
N4BP3	1	N4BP3	
ZBED6	1	ZBED6	
N4BP2	1	N4BP2	
RAB11FIP3	1	RAB11FIP3	
ZBED5	1	ZBED5	
ZBED4	1	ZBED4	
N4BP1	1	N4BP1	
ARSB	1	ARSB	
RAB11FIP4	1	RAB11FIP4	
CLHC1	1	CLHC1	
ZBED3	1	ZBED3	
RAB11FIP5	1	RAB11FIP5	
WWTR1	1	WWTR1	
RCC2	1	RCC2	
MICAL3	1	MICAL3	
MICAL2	1	MICAL2	
URGCP-MRPS24	1	URGCP-MRPS24	
CDKN2AIPNLP1	1	CDKN2AIPNLP1	
ZBED5-AS1	1	ZBED5-AS1	
ARTN	1	ARTN	
MTCO1P12	1	MTCO1P12	
DHX29	1	DHX29	
CCNJL	1	CCNJL	
CETN2	1	CETN2	
CETN3	1	CETN3	
ARV1	1	ARV1	
STBD1	1	STBD1	
DHX15	1	DHX15	
DHX16	1	DHX16	
LINC00299	1	LINC00299	
FLJ42969	1	FLJ42969	
NCOA1	1	NCOA1	
NCOA2	1	NCOA2	
STARD3NL	1	STARD3NL	
NCOA5	1	NCOA5	
MTCO1P30	1	MTCO1P30	
NCOA6	1	NCOA6	
NCOA3	1	NCOA3	
NCOA4	1	NCOA4	
LINC00294	1	LINC00294	
VSNL1	1	VSNL1	
BANK1	1	BANK1	
CCNI2	1	CCNI2	
NCOA7	1	NCOA7	
RRM1-AS1	1	RRM1-AS1	
CRELD1	1	CRELD1	
CRELD2	1	CRELD2	
SFI1	1	SFI1	
ITFG1-AS1	1	ITFG1-AS1	
LIPE-AS1	1	LIPE-AS1	
MTCO1P40	1	MTCO1P40	
DEFB124	1	DEFB124	
TUFMP1	1	TUFMP1	
SAMM50	1	SAMM50	
ALG1L13P	1	ALG1L13P	
BCAP31	1	BCAP31	
TAS2R6P	1	TAS2R6P	
GCH1	1	GCH1	
NORAD	1	NORAD	
NUBPL	1	NUBPL	
HNRNPA3P12	1	HNRNPA3P12	
MAD2L2	1	MAD2L2	
GARS1	1	GARS	
CCNG2	1	CCNG2	
CCNG1	1	CCNG1	
HNRNPA3P10	1	HNRNPA3P10	
AUNIP	1	AUNIP	
TARDBP	1	TARDBP	
MAD2L1	1	MAD2L1	
KLHL36	1	KLHL36	
KLHL32	1	KLHL32	
ZRSR2P1	1	ZRSR1	
PHRF1	1	PHRF1	
KLHL30	1	KLHL30	
KLHL31	1	KLHL31	
RPL39P5	1	RPL39P5	
CCND3	1	CCND3	
CCND1	1	CCND1	
BANF1	1	BANF1	
RPL39P3	1	RPL39P3	
PDGFRB	1	PDGFRB	
PDGFRA	1	PDGFRA	
HFM1	1	HFM1	
TPRA1	1	TPRA1	
CYBA	1	CYBA	
PDGFRL	1	PDGFRL	
RPP25L	1	RPP25L	
KLHL42	1	KLHL42	
PROCR	1	PROCR	
ERICH6B	1	ERICH6B	
CCNE2	1	CCNE2	
CLEC4GP1	1	CLEC4GP1	
CCNE1	1	CCNE1	
UBBP4	1	UBBP4	
VCL	1	VCL	
KLHL18	1	KLHL18	
GCM1	1	GCM1	
NDRG4	1	NDRG4	
VCP	1	VCP	
NDRG3	1	NDRG3	
KLHL15	1	KLHL15	
KLHL17	1	KLHL17	
KLHL11	1	KLHL11	
KLHL12	1	KLHL12	
NDRG2	1	NDRG2	
HS1BP3-IT1	1	HS1BP3-IT1	
NDRG1	1	NDRG1	
TAF5L	1	TAF5L	
MCPH1-AS1	1	MCPH1-AS1	
PTPRG-AS1	1	PTPRG-AS1	
CCNB2	1	CCNB2	
CCNB1	1	CCNB1	
BRINP2	1	BRINP2	
CYC1	1	CYC1	
PRODH	1	PRODH	
GCN1	1	GCN1	
KLHL29	1	KLHL29	
KLHL25	1	KLHL25	
KLHL26	1	KLHL26	
KLHL28	1	KLHL28	
KLHL21	1	KLHL21	
KLHL22	1	KLHL22	
NFXL1	1	NFXL1	
KLHL23	1	KLHL23	
KLHL24	1	KLHL24	
GATA6-AS1	1	GATA6-AS1	
KLHL20	1	KLHL20	
ABHD12B	1	ABHD12B	
GULP1	1	GULP1	
RCL1	1	RCL1	
GCLC	1	GCLC	
C9orf131	1	C9orf131	
APPBP2	1	APPBP2	
TAF4B	1	TAF4B	
CYCS	1	CYCS	
GCLM	1	GCLM	
LGALS3BP	1	LGALS3BP	
YWHAE	1	YWHAE	
MCUR1	1	MCUR1	
YWHAB	1	YWHAB	
YWHAQ	1	YWHAQ	
SFR1	1	SFR1	
ABHD16A	1	ABHD16A	
VN1R81P	1	VN1R81P	
GATAD1	1	GATAD1	
YWHAG	1	YWHAG	
YWHAH	1	YWHAH	
GLRX3	1	GLRX3	
GLRX5	1	GLRX5	
TBC1D8	1	TBC1D8	
TBC1D9	1	TBC1D9	
ABHD14B	1	ABHD14B	
UBE2QL1	1	UBE2QL1	
ABHD14A	1	ABHD14A	
GLRX2	1	GLRX2	
YWHAZ	1	YWHAZ	
GCNA	1	ACRC	
RCN3	1	RCN3	
