SYMBOL	logFC_edgeR	PValue	logFC_limma	adj.P.Val	log2FoldChange_DESeq2	padj
ST3GAL6	-0.188190287	0.001655295	-0.187956748	0.049563948	-0.194589416	0.010000224
STAB2	-0.365050972	4.15E-09	-0.364883679	0.000546597	-0.371679961	4.81E-08
STARD8	-0.267851714	0.000419988	-0.262576582	0.022761507	-0.274462692	0.003075112
STBD1	-0.316308079	6.10E-08	-0.316128819	0.001493641	-0.322800556	1.08E-06
STK10	-0.19313628	0.000405394	-0.192627953	0.027704567	-0.199936421	0.003783612
STK11IP	-0.194895497	0.001137512	-0.193580075	0.041549122	-0.201466383	0.006754442
STK17A	0.462347903	2.63E-06	0.461051409	0.004454832	0.455986135	6.85E-05
STK24	-0.285600334	4.93E-07	-0.28523242	0.002469671	-0.292405731	1.50E-05
STK39	0.358362087	0.000456774	0.359382978	0.031299764	0.35198336	0.006728803
STXBP1	0.281710734	1.48E-05	0.282258625	0.010840053	0.275108245	0.000678575
STXBP5	0.363230781	3.06E-05	0.370311257	0.010243271	0.356665088	0.000403412
SUV39H1	-0.172910536	0.001361348	-0.174602769	0.043167658	-0.179434458	0.010849426
SVIP	0.403961102	0.000212847	0.397675075	0.043559703	0.397758817	0.002364733
SWAP70	-0.208961153	6.03E-05	-0.208812689	0.011573698	-0.215378898	0.000241515
SYDE1	-0.544293507	2.32E-13	-0.543154557	0.000127412	-0.550911717	2.36E-11
SYN2	-0.38995335	0.000688961	-0.388630145	0.029200179	-0.396595494	0.004793253
SYNE1	-0.579937015	0.000168664	-0.568854334	0.015494387	-0.587042782	0.00236581
SYT17	-0.244982862	0.000275797	-0.24196909	0.020586276	-0.251557137	0.002220639
TACC1	-0.229319537	5.12E-05	-0.229330961	0.012181985	-0.236062768	0.00067084
TAF12	0.340024987	0.00056092	0.345899203	0.043497654	0.333812113	0.006441537
TBC1D2	-0.246142941	3.68E-06	-0.245005106	0.004127542	-0.252902125	2.20E-05
TBC1D22A	-0.215900336	8.27E-05	-0.215461225	0.013874111	-0.222591379	0.000713783
TEKT5	-0.423026108	1.89E-05	-0.41901149	0.006578822	-0.429483922	0.000257762
TENM3	0.237966749	0.000521722	0.238111308	0.043453889	0.231271268	0.00887638
TEX19	-0.363371606	0.000380817	-0.364440901	0.017652981	-0.370080259	0.004014821
TFAP2A	-0.279771479	8.85E-05	-0.279693109	0.013953855	-0.286423105	0.00095885
TFRC	-0.289309326	4.07E-05	-0.291719276	0.013734592	-0.296498706	0.000391441
TGIF2	-0.271224979	1.61E-06	-0.269908495	0.003939877	-0.278115249	3.93E-05
TGM1	-0.285392286	0.000269523	-0.290997985	0.024490126	-0.291297433	0.002577102
TGM2	-0.748744392	3.28E-17	-0.743627528	1.08E-05	-0.755624461	3.30E-16
TINAGL1	-0.185217087	0.000203006	-0.187392536	0.013427491	-0.19159306	0.000761479
TJP2	-0.234148443	2.90E-06	-0.23341544	0.003611351	-0.240526564	4.06E-06
TKTL1	-0.920415274	4.23E-07	-0.903248626	0.002038849	-0.928449537	1.61E-05
TLN2	-0.200002918	0.000182881	-0.200448084	0.016686189	-0.206515711	0.001523688
TMBIM1	-0.245780366	4.64E-06	-0.245268307	0.004084045	-0.252370282	8.07E-05
TMCC2	0.589868143	0.000155217	0.578406081	0.035890974	0.583945791	0.003802114
TMEM106B	0.319529857	4.94E-08	0.320888415	0.001574067	0.313147638	7.13E-07
TMEM110	-0.166982886	0.000782156	-0.166890496	0.030252581	-0.1735401	0.002641186
TMEM110-MUSTN1	-0.159665143	0.001209101	-0.159566469	0.03690239	-0.166182446	0.003389931
TMEM184A	-0.273295858	3.22E-05	-0.275539253	0.006460571	-0.27983718	0.00024194
TMEM19	0.328812074	6.12E-05	0.327756082	0.015834241	0.321986483	0.001242576
TMEM2	-0.221213638	4.49E-05	-0.220560503	0.011268394	-0.227828392	0.000300244
TMEM31	-0.323356656	0.000383313	-0.322139097	0.020586276	-0.330260919	0.004578282
TMEM38B	0.221250057	0.00058853	0.219099345	0.03877338	0.214662176	0.012131734
TMEM39A	-0.170182113	0.000898263	-0.169560993	0.036422678	-0.176884757	0.005530668
TMEM40	-0.321607992	3.02E-05	-0.326312772	0.006066528	-0.328212967	0.000169735
TMEM52B	-0.895902111	1.40E-08	-0.8789131	0.00065772	-0.904108462	1.90E-06
TMEM91	-0.294679603	0.000303772	-0.296505329	0.01933817	-0.301375218	0.003377404
TMOD1	-0.360647055	2.38E-05	-0.367207647	0.0074461	-0.366952123	0.000300244
TMPRSS4	-0.440502951	1.63E-05	-0.435194771	0.003755692	-0.446851433	0.00016866
TMX4	0.405988434	0.000807255	0.40359838	0.048953092	0.399427219	0.010817643
TNFAIP1	-0.154544987	0.002183209	-0.154719229	0.049563948	-0.161081657	0.006713457
TNFAIP2	-0.273300378	4.09E-06	-0.275695177	0.005095474	-0.279414228	5.48E-05
TNFRSF19	-0.423281148	2.06E-06	-0.418028147	0.002138755	-0.430123251	2.35E-05
TNFSF10	-0.323582498	3.22E-08	-0.323547888	0.001263828	-0.329599849	6.07E-07
TNIP1	-0.174277852	0.000803294	-0.173265965	0.035188146	-0.180755074	0.004590905
TNNT3	-0.342759895	1.63E-05	-0.350389202	0.006371205	-0.349392724	0.000112232
TOMM34	-0.309163734	8.06E-08	-0.311456358	0.001580575	-0.315569846	1.64E-06
TP63	-0.236026449	8.86E-05	-0.234231264	0.017166308	-0.242956825	0.00114567
TPM3P9	-0.26544514	0.00087129	-0.270217859	0.029511937	-0.272146246	0.00473862
TPM4	-0.227235364	4.71E-05	-0.227924013	0.008555491	-0.233746774	0.000636816
TPRXL	-0.424542177	0.00022349	-0.433420892	0.014326553	-0.43119069	0.002331084
TPST2	-0.312361731	6.85E-06	-0.313266146	0.005323024	-0.318685754	6.73E-05
TRAK1	-0.206795354	2.75E-05	-0.207213119	0.006939566	-0.213295634	4.99E-05
TRIB1	-0.2492493	2.65E-06	-0.248595774	0.003755692	-0.255987705	4.85E-05
TRIM29	-0.515973077	9.60E-07	-0.502224113	0.005097162	-0.523912346	0.003421671
TRIP10	-0.225846632	1.88E-05	-0.224687858	0.007899012	-0.23222237	0.000130349
TRIP6	-0.262207211	6.58E-07	-0.263150475	0.002311919	-0.268477605	7.62E-06
TRPC1	0.35433408	0.000214457	0.355594689	0.029200179	0.347969595	0.002220639
TSKU	-0.211712068	0.000198692	-0.210682028	0.021152761	-0.218512201	0.002622777
TSPAN3	0.185437101	0.00051231	0.186059269	0.030005505	0.17882114	0.006706745
TSPYL2	-0.348476336	8.65E-07	-0.35919206	0.00287318	-0.354634063	2.34E-05
TTC39C	-0.232868076	0.000341767	-0.23191753	0.025059367	-0.239333845	0.002827242
TTL	0.30642735	0.000352935	0.305975308	0.032282103	0.300036777	0.004458415
TTPAL	0.268869784	0.000150486	0.268347805	0.015650626	0.262355692	0.001609173
TUBB3	0.543467617	1.84E-06	0.550406356	0.006266136	0.537327746	4.76E-05
TUFT1	-0.19065883	0.000247662	-0.190636097	0.020586276	-0.197138041	0.002064364
TXNRD2	-0.323911234	0.001405543	-0.32010941	0.041549122	-0.330157265	0.011047408
UBASH3B	-0.246565162	1.90E-05	-0.244934396	0.009186784	-0.253335992	0.00041334
UBE2QL1	-0.332878631	0.002810127	-0.336175603	0.043252421	-0.339490377	0.020849119
UCA1	-0.424392599	2.94E-07	-0.434204397	0.001333551	-0.430940887	2.82E-06
UMAD1	0.281782218	0.00011562	0.284883958	0.014643291	0.275402635	0.001341744
UNC13D	-0.20512651	0.000209894	-0.205305448	0.020548923	-0.211390881	0.001171824
USHBP1	-0.240596849	0.000125449	-0.244589995	0.014168031	-0.24697304	0.0007981
USP18	-0.221053592	5.77E-05	-0.220772908	0.010440654	-0.227572065	0.000557769
USP43	-0.302307588	7.42E-06	-0.299296852	0.004631367	-0.308931992	6.52E-05
USP45	0.452916122	0.00046546	0.45923121	0.043167658	0.447141891	0.004375451
VASP	-0.181676534	0.001483979	-0.185347455	0.04253738	-0.188177316	0.011055914
VGLL1	-0.218706671	4.67E-05	-0.219402221	0.010723565	-0.22515539	0.000281437
VPS37C	-0.296081899	5.56E-09	-0.295882576	0.000567898	-0.302578084	3.42E-08
VWF	-0.43188309	6.07E-05	-0.417900279	0.01204177	-0.439020165	0.000749304
WARS	-0.180500693	0.001019013	-0.18115438	0.04206896	-0.186976619	0.009032948
WDR18	-0.171931429	0.001599564	-0.173703461	0.047518349	-0.178363636	0.012498454
WDR41	0.22461531	0.00030376	0.224850597	0.026024551	0.21824436	0.003048738
WDR47	0.285641895	0.001012261	0.283118784	0.039626736	0.279101328	0.011917306
WDR5B	0.472585115	0.000104588	0.459131025	0.030017631	0.465926628	0.001542018
WDR91	0.236687706	0.000897085	0.233632009	0.043559703	0.230106144	0.009865466
WHAMM	-0.254332786	0.000569067	-0.258929905	0.019326339	-0.261101299	0.003240002
WLS	-0.319221054	1.75E-10	-0.318673695	0.000193318	-0.325906727	1.72E-09
WNT7A	-0.293634197	1.17E-07	-0.293799317	0.001587403	-0.30018778	1.91E-06
ZC2HC1A	0.644811847	1.52E-05	0.645864766	0.016497878	0.639565026	0.000241396
ZC3H6	0.308540678	3.93E-05	0.310213604	0.013017929	0.302335735	0.000630438
ZCRB1	0.305459017	0.000708056	0.314590234	0.043559703	0.299224819	0.008425326
ZFP36L2	-0.482408256	2.60E-08	-0.483865548	0.000700512	-0.489181892	4.07E-07
ZNF277	0.307250137	0.000313107	0.309042953	0.025652573	0.300834328	0.003373876
ZNF331	-0.279212407	3.58E-05	-0.284164668	0.011268394	-0.28544957	0.000300244
ZNF337-AS1	0.524193102	0.000324699	0.522390888	0.032383879	0.517846882	0.004800895
ZNF410	-0.185707517	0.000764504	-0.184509519	0.038324984	-0.192068916	0.003380551
ZNF415	0.349358499	0.001345699	0.359483777	0.043453889	0.342859202	0.013445861
ZNF44	-0.351485634	0.000290723	-0.368592656	0.016480819	-0.358123697	0.001785852
ZNF445	0.174456411	0.00131129	0.174358262	0.04599611	0.167945967	0.014692166
ZNF45	0.432759979	4.08E-06	0.429338322	0.006460571	0.426333065	9.51E-05
ZNF493	0.43646567	1.60E-05	0.430991757	0.010674527	0.429794699	0.000281437
ZNF532	-0.389971279	1.84E-07	-0.3855574	0.001749061	-0.396912683	3.31E-06
ZNF681	0.305635996	0.000422087	0.303297892	0.031854853	0.299070738	0.003879589
ZNF706	-0.194360283	0.000790615	-0.195571845	0.036093801	-0.20081228	0.005628199
ZRANB2	0.270015693	0.000203978	0.269365533	0.031575207	0.263645282	0.003075112
ZSWIM6	0.267872732	0.001605204	0.26769272	0.047937809	0.26140758	0.014996633
