	logFC	logCPM	PValue	FDR	Pval_threshold	FC1.2_threshold	FC1.5_threshold
ZSCAN16-AS1	0.15402039	0.902990992	0.395025084	0.769180485	FALSE	FALSE	FALSE
RP11-499P20.2	-0.197217376	0.41509827	0.39506621	0.769180485	FALSE	FALSE	FALSE
RP1-317E23.6	0.061092519	4.914970906	0.395070894	0.769180485	FALSE	FALSE	FALSE
VILL	-0.309482541	-1.718721776	0.395105954	0.769180485	FALSE	FALSE	FALSE
RNU6ATAC35P	0.57944286	-2.459409917	0.395211084	0.769286026	FALSE	FALSE	FALSE
CIZ1	-0.040234535	7.908392322	0.395233203	0.769286026	FALSE	FALSE	FALSE
FAM199X	0.048525943	5.800315353	0.395275529	0.76928653	FALSE	FALSE	FALSE
PRKCQ	-0.100154009	2.248193136	0.395306498	0.76928653	FALSE	FALSE	FALSE
TBC1D19	0.172193943	0.72654788	0.395471249	0.769463784	FALSE	FALSE	FALSE
SLC25A11	-0.048510744	5.690847885	0.395488208	0.769463784	FALSE	FALSE	FALSE
GALNT13	0.17307428	0.402963342	0.395533946	0.769463784	FALSE	FALSE	FALSE
RP11-326I11.3	0.679246008	-3.094913063	0.395543687	0.769463784	FALSE	FALSE	FALSE
PARD6B	-0.064263995	4.406468397	0.395595134	0.769492807	FALSE	FALSE	FALSE
RP11-278A23.1	0.280764838	-1.361920869	0.395719271	0.769623672	FALSE	FALSE	FALSE
TBL3	-0.047738308	5.85984944	0.39573548	0.769623672	FALSE	FALSE	FALSE
C2CD2	-0.046834304	6.024918414	0.395828442	0.769733404	FALSE	FALSE	FALSE
GLTSCR2-AS1	-0.828881406	-4.291920279	0.395911796	0.769807627	FALSE	FALSE	FALSE
RP3-508I15.9	0.202212675	0.196502465	0.395939696	0.769807627	FALSE	FALSE	FALSE
C2CD4D	-0.257179057	-1.61781116	0.396066534	0.769871954	FALSE	FALSE	FALSE
CRYBG3	-0.059105765	5.720515325	0.396080833	0.769871954	FALSE	FALSE	FALSE
TAS1R3	-0.412716107	-2.778741637	0.396137855	0.769871954	FALSE	FALSE	FALSE
RP13-638C3.5	0.565032166	-3.328104792	0.396203445	0.769871954	FALSE	FALSE	FALSE
AC108488.4	0.166679163	0.493134936	0.396235686	0.769871954	FALSE	FALSE	FALSE
IGLV1-51	1.587034259	-4.157422603	0.396298082	0.769871954	FALSE	TRUE	TRUE
SZT2	0.05195757	6.117197864	0.396309526	0.769871954	FALSE	FALSE	FALSE
RP11-17P16.1	0.651923979	-3.536274529	0.396323748	0.769871954	FALSE	FALSE	FALSE
XPO6	-0.045787269	7.003451382	0.396331247	0.769871954	FALSE	FALSE	FALSE
HECW2	0.171819045	-0.078477591	0.396384174	0.769871954	FALSE	FALSE	FALSE
RP11-333E13.2	-0.38023832	-2.185566907	0.396396788	0.769871954	FALSE	FALSE	FALSE
XPA	0.122117064	1.150485042	0.396442063	0.769871954	FALSE	FALSE	FALSE
RP11-680H20.1	0.120648379	1.614493019	0.396479616	0.769871954	FALSE	FALSE	FALSE
UQCRC1	-0.040744715	8.03328016	0.396484422	0.769871954	FALSE	FALSE	FALSE
AC004985.12	0.138696733	1.042627785	0.396530932	0.769891301	FALSE	FALSE	FALSE
RP11-872J21.3	-0.143854654	0.869278435	0.396600778	0.769939818	FALSE	FALSE	FALSE
KLF3	-0.062908611	5.08027979	0.396682751	0.769939818	FALSE	FALSE	FALSE
AC009052.12	-0.075536728	3.373163487	0.396702565	0.769939818	FALSE	FALSE	FALSE
ZSCAN16	-0.190072149	0.378440972	0.396722027	0.769939818	FALSE	FALSE	FALSE
RAMP1	-0.581340874	-3.507470391	0.39675271	0.769939818	FALSE	FALSE	FALSE
CASKIN1	-0.084259446	2.895558545	0.396775214	0.769939818	FALSE	FALSE	FALSE
PDCD6	-0.051559383	7.08850539	0.396858071	0.77002967	FALSE	FALSE	FALSE
PTPRH	-0.415919693	-2.441848435	0.396957818	0.770051811	FALSE	FALSE	FALSE
PFKFB2	0.053313476	4.622901624	0.396968367	0.770051811	FALSE	FALSE	FALSE
CTC-526N19.1	0.631828625	-3.003568666	0.397003395	0.770051811	FALSE	FALSE	FALSE
RP11-490K7.4	0.412501507	-2.13731081	0.397064069	0.770051811	FALSE	FALSE	FALSE
MYO15B	0.189071679	0.720596142	0.39709451	0.770051811	FALSE	FALSE	FALSE
E2F4	-0.045715709	6.743283774	0.3971319	0.770051811	FALSE	FALSE	FALSE
ERI3-IT1	-0.38358721	-2.594013519	0.397133122	0.770051811	FALSE	FALSE	FALSE
RP1-30M3.5	0.330974064	-1.830597267	0.397161916	0.770051811	FALSE	FALSE	FALSE
RP11-84A19.4	-0.518790646	-3.27889212	0.397220678	0.770094865	FALSE	FALSE	FALSE
TRAPPC3	0.057304256	5.580559433	0.397352479	0.77014574	FALSE	FALSE	FALSE
TSC22D4	-0.055313422	4.580694248	0.397363192	0.77014574	FALSE	FALSE	FALSE
AP000580.1	-0.29182291	-1.514578982	0.397403642	0.77014574	FALSE	FALSE	FALSE
AHCY	-0.038853086	8.556929995	0.397408334	0.77014574	FALSE	FALSE	FALSE
RPL18	-0.049130852	9.695744732	0.397429713	0.77014574	FALSE	FALSE	FALSE
TGM5	-0.874175717	-3.716430358	0.397630319	0.770463603	FALSE	FALSE	FALSE
C5AR1	-0.29090761	-1.020860677	0.39774074	0.770544008	FALSE	FALSE	FALSE
RPS28P7	-0.048105283	8.603688126	0.39774497	0.770544008	FALSE	FALSE	FALSE
MDGA2	0.819151982	-3.816005046	0.397853578	0.770599924	FALSE	FALSE	FALSE
CYB561D1	-0.070739005	3.832167465	0.39788129	0.770599924	FALSE	FALSE	FALSE
AC005796.2	0.194699395	0.004346033	0.397883574	0.770599924	FALSE	FALSE	FALSE
RP11-27I1.6	-0.820364076	-3.778872976	0.397998598	0.770751835	FALSE	FALSE	FALSE
KIAA0368	0.045682338	6.235634331	0.398191351	0.770809375	FALSE	FALSE	FALSE
ERC2	0.400834383	-1.715740605	0.398215394	0.770809375	FALSE	FALSE	FALSE
KATNBL1P6	-0.17950451	0.086167584	0.398217832	0.770809375	FALSE	FALSE	FALSE
RARG	0.151093526	1.118699165	0.398255811	0.770809375	FALSE	FALSE	FALSE
LINC00482	0.092573296	2.938096832	0.39825885	0.770809375	FALSE	FALSE	FALSE
RUFY1	0.049180539	5.462334286	0.398265635	0.770809375	FALSE	FALSE	FALSE
CCDC59	-0.056760114	4.88810154	0.398284442	0.770809375	FALSE	FALSE	FALSE
RP13-258O15.1	0.347506459	-2.126474698	0.39840419	0.770970298	FALSE	FALSE	FALSE
RP11-283G6.4	0.274747998	-1.598192389	0.398519895	0.771123369	FALSE	FALSE	FALSE
HAX1	-0.0479051	6.253763695	0.398575026	0.771159212	FALSE	FALSE	FALSE
FAM76B	0.068518842	4.066713465	0.398628306	0.771191467	FALSE	FALSE	FALSE
NABP2	-0.079576644	3.515452398	0.398674479	0.77120997	FALSE	FALSE	FALSE
TP53RK	-0.06279928	4.116323733	0.398764183	0.771261313	FALSE	FALSE	FALSE
RP11-359P5.1	0.766470571	-3.655010733	0.398774244	0.771261313	FALSE	FALSE	FALSE
TNKS2	-0.05004715	7.325200776	0.398880769	0.771396518	FALSE	FALSE	FALSE
RP11-737O24.2	0.451932279	-2.448895206	0.399026211	0.771558492	FALSE	FALSE	FALSE
LSM4	0.04587186	7.064811692	0.399065648	0.771558492	FALSE	FALSE	FALSE
KANSL3	0.046102135	5.759204852	0.399100798	0.771558492	FALSE	FALSE	FALSE
RP11-15A1.2	0.344491224	-2.536985789	0.399111026	0.771558492	FALSE	FALSE	FALSE
HIPK2	-0.083751931	4.096561105	0.399252744	0.771698974	FALSE	FALSE	FALSE
TMEM191C	0.095422842	2.591176615	0.39925696	0.771698974	FALSE	FALSE	FALSE
AGAP10P	0.346632684	-2.225519465	0.399381845	0.771710165	FALSE	FALSE	FALSE
RP4-583P15.10	0.632688235	-3.494063531	0.399417235	0.771710165	FALSE	FALSE	FALSE
SDHAF3	0.085846903	2.862231276	0.399454756	0.771710165	FALSE	FALSE	FALSE
ZNF770	0.058137343	5.686299487	0.399458983	0.771710165	FALSE	FALSE	FALSE
SH3BP5-AS1	0.1307039	3.934382444	0.399563414	0.771710165	FALSE	FALSE	FALSE
DLX1	-0.533558974	-3.400443076	0.39957772	0.771710165	FALSE	FALSE	FALSE
AC002310.14	0.679793138	-3.307109668	0.399591032	0.771710165	FALSE	FALSE	FALSE
UTP18	-0.052804039	5.934180162	0.399692899	0.771710165	FALSE	FALSE	FALSE
XRCC6P2	-0.323734467	-2.345397676	0.399704595	0.771710165	FALSE	FALSE	FALSE
NUDT22	0.055918241	4.601129833	0.399707937	0.771710165	FALSE	FALSE	FALSE
ZSCAN5B	-1.167069128	-4.222803104	0.399726326	0.771710165	FALSE	FALSE	FALSE
EARS2	-0.046962648	5.658998601	0.399730914	0.771710165	FALSE	FALSE	FALSE
SNORD62B	-0.148963405	0.840182728	0.399738979	0.771710165	FALSE	FALSE	FALSE
LGSN	0.220374923	-0.34292436	0.399827753	0.771810817	FALSE	FALSE	FALSE
PAOX	-0.092687885	2.212520733	0.399930906	0.771878215	FALSE	FALSE	FALSE
MIR568	0.412654893	-2.588244254	0.399947442	0.771878215	FALSE	FALSE	FALSE
NCOA3	0.050944758	6.840069234	0.39997259	0.771878215	FALSE	FALSE	FALSE
HEATR1	-0.044736634	7.463563997	0.400069556	0.77193302	FALSE	FALSE	FALSE
DPEP2	-0.593092159	-3.607004236	0.400074277	0.77193302	FALSE	FALSE	FALSE
CTD-2292P10.4	0.524133047	-2.443384672	0.400134923	0.771979329	FALSE	FALSE	FALSE
SNORD3D	0.386543552	-2.614221979	0.400257847	0.77212757	FALSE	FALSE	FALSE
CTD-2540L5.5	-0.079170794	2.688888893	0.400320108	0.77212757	FALSE	FALSE	FALSE
LHFPL3-AS2	-0.148553531	0.954165944	0.400321718	0.77212757	FALSE	FALSE	FALSE
ACAP1	-0.195501973	-0.13490453	0.400419076	0.772230338	FALSE	FALSE	FALSE
RP11-37B2.1	-0.080501551	2.963314142	0.400477348	0.772230338	FALSE	FALSE	FALSE
CTC-484M2.1	-0.557281505	-3.032009874	0.400484973	0.772230338	FALSE	FALSE	FALSE
KLHDC9	-0.431226847	-2.368375083	0.400537644	0.772261212	FALSE	FALSE	FALSE
NFE2	-0.302210905	-1.361811795	0.400615857	0.772341324	FALSE	FALSE	FALSE
RP11-153M3.1	0.295956842	-1.268701188	0.400653508	0.772343229	FALSE	FALSE	FALSE
CAMSAP2	0.052978186	5.91904455	0.400722359	0.772405271	FALSE	FALSE	FALSE
CWC25	-0.079638403	3.152980327	0.400851859	0.772584195	FALSE	FALSE	FALSE
EMC3-AS1	-0.200166394	-0.317236965	0.400951596	0.772666105	FALSE	FALSE	FALSE
FTX_2	0.83782849	-4.179262625	0.400974481	0.772666105	FALSE	FALSE	FALSE
NUP133	0.05047671	7.541504248	0.401035741	0.772666105	FALSE	FALSE	FALSE
ANAPC7	0.053805468	5.093455638	0.401043608	0.772666105	FALSE	FALSE	FALSE
RP11-806L2.2	0.98659311	-4.468244996	0.401096275	0.772666105	FALSE	FALSE	FALSE
RP11-391H12.8	0.689161523	-3.830612676	0.401126812	0.772666105	FALSE	FALSE	FALSE
AGGF1P2	0.417111498	-2.151248423	0.401167385	0.772666105	FALSE	FALSE	FALSE
PCDHB3	-0.158917125	0.747782177	0.401187784	0.772666105	FALSE	FALSE	FALSE
RP11-88E10.5	-0.17038254	0.028299501	0.401252668	0.772720424	FALSE	FALSE	FALSE
RP11-567I13.1	0.17118138	1.293698939	0.401289963	0.772721605	FALSE	FALSE	FALSE
DNAJC13	0.055101555	5.929738683	0.40132866	0.772725486	FALSE	FALSE	FALSE
ZNF460	-0.08826744	2.332225284	0.401415557	0.772779322	FALSE	FALSE	FALSE
RP11-302M6.4	-0.089860693	3.105795103	0.401429988	0.772779322	FALSE	FALSE	FALSE
PIGL	0.099722739	2.865674285	0.401502493	0.772848275	FALSE	FALSE	FALSE
SLC2A3P1	0.070814519	4.522909642	0.401576946	0.772920963	FALSE	FALSE	FALSE
SELO	0.069335537	3.341860294	0.401649138	0.772989288	FALSE	FALSE	FALSE
OTUD3	0.049530688	5.01454144	0.401755531	0.773123414	FALSE	FALSE	FALSE
AC026471.6	-0.28026481	-1.670893588	0.401975487	0.773459674	FALSE	FALSE	FALSE
RN7SKP173	0.3997273	-2.397157596	0.402010375	0.773459674	FALSE	FALSE	FALSE
RP11-131M11.3	-0.505031131	-2.690295061	0.402040417	0.773459674	FALSE	FALSE	FALSE
SPECC1L-ADORA2A	-0.069659811	4.117578666	0.402110888	0.773524607	FALSE	FALSE	FALSE
NEXN	-0.290840655	-0.966573436	0.402228326	0.773679867	FALSE	FALSE	FALSE
RP11-41O4.1	0.77758145	-4.179054276	0.402364758	0.773777436	FALSE	FALSE	FALSE
RP11-252A24.2	-0.129376761	1.307603956	0.402384944	0.773777436	FALSE	FALSE	FALSE
CTD-2555K7.3	-0.862584324	-4.440832743	0.402389244	0.773777436	FALSE	FALSE	FALSE
ATRIP	0.063315991	4.547161742	0.402650424	0.774137059	FALSE	FALSE	FALSE
CAT	0.051279262	6.160346567	0.402669256	0.774137059	FALSE	FALSE	FALSE
RP11-495P10.1	0.432352486	-2.04440125	0.402686504	0.774137059	FALSE	FALSE	FALSE
CH17-260O16.1	0.104194606	2.711646177	0.402793691	0.77427246	FALSE	FALSE	FALSE
KCTD12	0.068300744	4.007105309	0.402845742	0.774301862	FALSE	FALSE	FALSE
RPA2	0.048710213	5.492388525	0.402997011	0.77438684	FALSE	FALSE	FALSE
ATP5G2	-0.05913518	7.588600767	0.403040279	0.77438684	FALSE	FALSE	FALSE
GBAS	0.067808487	5.216362548	0.403046861	0.77438684	FALSE	FALSE	FALSE
AC000068.10	0.38611356	-2.095531595	0.403055205	0.77438684	FALSE	FALSE	FALSE
SECISBP2L	-0.056647986	5.96407078	0.403073754	0.77438684	FALSE	FALSE	FALSE
SLC35F6	0.058305795	5.265697986	0.40312597	0.774416531	FALSE	FALSE	FALSE
TMEM131	-0.05241391	6.714205151	0.403213575	0.774514194	FALSE	FALSE	FALSE
ATP13A1	-0.039620357	7.136914879	0.403272829	0.774557386	FALSE	FALSE	FALSE
RP11-353K11.1	0.339311082	-1.917840287	0.403390224	0.774625988	FALSE	FALSE	FALSE
MED6	-0.057988408	4.091624705	0.403433232	0.774625988	FALSE	FALSE	FALSE
SETD1B	-0.059840803	4.679162346	0.403436517	0.774625988	FALSE	FALSE	FALSE
PROSC	0.05162641	4.653690564	0.403484382	0.774625988	FALSE	FALSE	FALSE
NUP214	-0.044567821	7.433778364	0.403519581	0.774625988	FALSE	FALSE	FALSE
NOSIP	-0.055054707	4.721398263	0.403540861	0.774625988	FALSE	FALSE	FALSE
FBXO36	0.108876146	2.598294163	0.403565946	0.774625988	FALSE	FALSE	FALSE
STX18-AS1	0.138050908	1.190210586	0.403654486	0.774720176	FALSE	FALSE	FALSE
LINC01607	-0.357646916	-2.418675953	0.403688568	0.774720176	FALSE	FALSE	FALSE
ARMCX4	0.092458057	2.504199891	0.403753645	0.774774484	FALSE	FALSE	FALSE
RP11-321C24.1	-0.174603637	0.217805171	0.403928236	0.774885055	FALSE	FALSE	FALSE
ADORA2A-AS1	-0.450373685	-2.839727865	0.403994489	0.774885055	FALSE	FALSE	FALSE
GRAMD1C	-0.05756052	4.645750304	0.404000186	0.774885055	FALSE	FALSE	FALSE
RP11-260E18.1	-0.246122765	-0.247947191	0.404000977	0.774885055	FALSE	FALSE	FALSE
TYMSOS	0.090123193	2.67902987	0.404029914	0.774885055	FALSE	FALSE	FALSE
KB-1208A12.3	0.157841925	3.254014333	0.404031968	0.774885055	FALSE	FALSE	FALSE
PCF11-AS1	0.226603389	-1.178530117	0.404095365	0.774889746	FALSE	FALSE	FALSE
RP11-286N22.16	-0.342271053	-1.994041637	0.404107982	0.774889746	FALSE	FALSE	FALSE
ALG10	0.055330902	4.516970761	0.404241227	0.775074697	FALSE	FALSE	FALSE
RP1-138B7.6	0.143781233	0.437615402	0.404382286	0.775274594	FALSE	FALSE	FALSE
FZR1	-0.047564215	5.380993856	0.404468334	0.775368998	FALSE	FALSE	FALSE
EIF3J	-0.048396982	5.485575629	0.404637206	0.775489075	FALSE	FALSE	FALSE
CTD-2547L16.1	0.461978616	-2.830184031	0.404640464	0.775489075	FALSE	FALSE	FALSE
NPM1P6	0.136818051	1.844704862	0.404719571	0.775489075	FALSE	FALSE	FALSE
AC012501.3	-0.201433532	-0.67145699	0.404762103	0.775489075	FALSE	FALSE	FALSE
MICALL2	0.057259723	4.387051025	0.404772256	0.775489075	FALSE	FALSE	FALSE
C1orf122	0.060522089	4.76142344	0.404809931	0.775489075	FALSE	FALSE	FALSE
TREH	0.203220188	-0.58712718	0.404824396	0.775489075	FALSE	FALSE	FALSE
RGPD5	-0.225736335	-1.110362977	0.40482547	0.775489075	FALSE	FALSE	FALSE
RARA	-0.07161331	3.347741224	0.405150062	0.775966518	FALSE	FALSE	FALSE
AP003068.12	0.739435625	-4.05217334	0.405188912	0.775966518	FALSE	FALSE	FALSE
CTB-147C22.9	-0.997277666	-4.177700988	0.405199201	0.775966518	FALSE	FALSE	FALSE
CTC-332L22.1	0.409792709	-2.470189456	0.405222048	0.775966518	FALSE	FALSE	FALSE
NAB1	-0.045841156	5.624216149	0.40534299	0.776127562	FALSE	FALSE	FALSE
IGDCC4	0.325128556	-1.78886496	0.405551687	0.776272913	FALSE	FALSE	FALSE
ZSCAN25	-0.053880578	4.75377614	0.405606679	0.776272913	FALSE	FALSE	FALSE
CYFIP2	-0.039202652	8.376079596	0.405608685	0.776272913	FALSE	FALSE	FALSE
ASAP3	0.049346914	5.563698645	0.405683601	0.776272913	FALSE	FALSE	FALSE
TTLL11	0.14232326	1.215377368	0.405754803	0.776272913	FALSE	FALSE	FALSE
HSD17B14	0.233260878	-1.384222324	0.405761084	0.776272913	FALSE	FALSE	FALSE
RP11-485G7.5	0.379945422	-1.946388609	0.405767375	0.776272913	FALSE	FALSE	FALSE
CTD-2545M3.6	0.079325713	3.646353729	0.405837055	0.776272913	FALSE	FALSE	FALSE
DDX50P1	-0.321335619	-1.86376687	0.405851869	0.776272913	FALSE	FALSE	FALSE
ZNF79	0.063545881	4.006335722	0.405852605	0.776272913	FALSE	FALSE	FALSE
PHKG1	0.23944881	-1.205685994	0.405879273	0.776272913	FALSE	FALSE	FALSE
RP1-152L7.5	-0.097793187	2.192896067	0.405896041	0.776272913	FALSE	FALSE	FALSE
FEM1C	-0.051236194	5.16893323	0.405897946	0.776272913	FALSE	FALSE	FALSE
TPT1	0.043534967	10.6395781	0.405955284	0.776312092	FALSE	FALSE	FALSE
RHBDL2	0.726024462	-3.812047424	0.406042214	0.776395757	FALSE	FALSE	FALSE
SEMA3G	-0.159347832	0.511039936	0.406072745	0.776395757	FALSE	FALSE	FALSE
GBX2	-0.170740632	0.966424926	0.406138002	0.776450055	FALSE	FALSE	FALSE
RP11-49I11.1	0.673532075	-3.866912575	0.406207059	0.776483409	FALSE	FALSE	FALSE
SLC9A9	-0.339476856	-1.780805103	0.406265076	0.776483409	FALSE	FALSE	FALSE
PCDHGA8	0.059432111	4.737481747	0.406281952	0.776483409	FALSE	FALSE	FALSE
GTF2A1L	-1.251462394	-4.291134772	0.406302887	0.776483409	FALSE	TRUE	FALSE
NOS2P2	-1.763634277	-4.550058824	0.406490303	0.776667669	FALSE	TRUE	TRUE
CAPN15	-0.054254635	5.423816491	0.406553587	0.776667669	FALSE	FALSE	FALSE
PLCE1-AS1	-0.684920635	-3.566075995	0.406607513	0.776667669	FALSE	FALSE	FALSE
KIRREL2	-0.139142517	0.965934677	0.406636968	0.776667669	FALSE	FALSE	FALSE
DDX20	0.070267418	4.682829134	0.406716539	0.776667669	FALSE	FALSE	FALSE
UTS2R	0.292512518	-1.772472606	0.406749818	0.776667669	FALSE	FALSE	FALSE
RAD51L3-RFFL	-0.121343501	1.613050614	0.406751339	0.776667669	FALSE	FALSE	FALSE
CCDC112	0.144860902	1.371310539	0.406776597	0.776667669	FALSE	FALSE	FALSE
ARPC2	-0.058699869	8.468198959	0.406792397	0.776667669	FALSE	FALSE	FALSE
GPATCH3	-0.063131412	3.848364503	0.406803235	0.776667669	FALSE	FALSE	FALSE
RP11-425D10.10	-0.484175959	-2.509278743	0.406833322	0.776667669	FALSE	FALSE	FALSE
CTC-548K16.5	0.370275987	-2.955919204	0.406841722	0.776667669	FALSE	FALSE	FALSE
CACFD1	0.053775135	4.462141324	0.407093691	0.777061607	FALSE	FALSE	FALSE
SEC23B	-0.04659098	6.725560544	0.407121853	0.777061607	FALSE	FALSE	FALSE
AC068831.15	0.519067978	-2.344125649	0.407175717	0.777094008	FALSE	FALSE	FALSE
RNF25	0.065228621	3.806210514	0.407245891	0.777146366	FALSE	FALSE	FALSE
DUX4L50	-0.51779791	-2.685076231	0.407298126	0.777146366	FALSE	FALSE	FALSE
ZFP37	0.115369799	1.850717667	0.407316424	0.777146366	FALSE	FALSE	FALSE
PHF10	-0.047867628	5.267223306	0.407357574	0.777146366	FALSE	FALSE	FALSE
RPS5	0.04067174	9.600338219	0.407389118	0.777146366	FALSE	FALSE	FALSE
RP11-432I5.2	0.282468756	-1.481820935	0.407424498	0.777146366	FALSE	FALSE	FALSE
GLA	0.097808627	3.533963425	0.407480326	0.777173094	FALSE	FALSE	FALSE
RP11-266K4.9	0.110920729	1.810801944	0.407516509	0.777173094	FALSE	FALSE	FALSE
ACSL6	-0.159862712	1.342889637	0.407550525	0.777173094	FALSE	FALSE	FALSE
YY1	-0.041524953	7.215014722	0.407614226	0.777173094	FALSE	FALSE	FALSE
NF1	-0.052576215	7.445900545	0.407622971	0.777173094	FALSE	FALSE	FALSE
KMT2C	-0.061590451	7.478588714	0.407679406	0.777191492	FALSE	FALSE	FALSE
FUZ	-0.057501859	4.198297375	0.407753738	0.777191492	FALSE	FALSE	FALSE
PCBD2	0.100973004	2.392431479	0.407770229	0.777191492	FALSE	FALSE	FALSE
KCNJ13	0.266942812	-1.213607166	0.4077944	0.777191492	FALSE	FALSE	FALSE
NORAD	-0.046509321	7.312372117	0.407847651	0.777191492	FALSE	FALSE	FALSE
THSD1	0.105916378	2.130071451	0.40788306	0.777191492	FALSE	FALSE	FALSE
A2ML1-AS1	-0.14505124	0.367473032	0.407890873	0.777191492	FALSE	FALSE	FALSE
B4GALT7	0.044633714	5.738037711	0.407966581	0.777245708	FALSE	FALSE	FALSE
TRIML2	-0.086120405	3.247204873	0.407993119	0.777245708	FALSE	FALSE	FALSE
MTCO3P12	-0.139673039	0.880627287	0.40808113	0.777343077	FALSE	FALSE	FALSE
AC068533.7	-0.069894448	3.547894037	0.408159128	0.777421355	FALSE	FALSE	FALSE
RP11-597D13.9	0.088210782	3.474435589	0.408198811	0.777426648	FALSE	FALSE	FALSE
AC011330.5	0.498094526	0.669695632	0.408242642	0.777439839	FALSE	FALSE	FALSE
AD000684.2	0.285075701	-2.279321038	0.408408421	0.77768524	FALSE	FALSE	FALSE
RP11-518L10.5	0.070525403	3.195007964	0.408589223	0.777959199	FALSE	FALSE	FALSE
RP11-680A11.5	-0.516523963	-3.303424896	0.408782125	0.778205539	FALSE	FALSE	FALSE
TRIB3	-0.080378371	4.5385576	0.408792485	0.778205539	FALSE	FALSE	FALSE
NTNG2	0.427805253	-2.505449077	0.408899685	0.778290299	FALSE	FALSE	FALSE
RP5-1014D13.2	0.06246307	7.671713171	0.4089109	0.778290299	FALSE	FALSE	FALSE
C5orf34	0.09858928	3.11396174	0.408969623	0.778331745	FALSE	FALSE	FALSE
PCDHB2	-0.062614413	4.333781516	0.409020915	0.778359042	FALSE	FALSE	FALSE
ZKSCAN1	0.054668156	5.595653108	0.409118039	0.778455471	FALSE	FALSE	FALSE
NSF	0.080370691	3.799395743	0.409145494	0.778455471	FALSE	FALSE	FALSE
RPS3AP26	-0.056862402	7.833876443	0.409423429	0.778913931	FALSE	FALSE	FALSE
CTD-2192J16.26	0.491721942	-2.856013645	0.409492306	0.778974619	FALSE	FALSE	FALSE
TCP1	0.040544826	7.551663222	0.409564558	0.778997251	FALSE	FALSE	FALSE
CYP4F26P	-0.448761997	-3.156763895	0.409578161	0.778997251	FALSE	FALSE	FALSE
SLC4A1AP	-0.048163164	5.028292634	0.409685136	0.779130367	FALSE	FALSE	FALSE
DROSHA	0.040244266	6.659484872	0.409893834	0.77934025	FALSE	FALSE	FALSE
NFKBIL1	-0.557125418	-3.258652757	0.409913421	0.77934025	FALSE	FALSE	FALSE
UBE2Q1-AS1	0.31229631	-0.715522191	0.409954108	0.77934025	FALSE	FALSE	FALSE
TMCO1	-0.045638269	6.261716565	0.409983684	0.77934025	FALSE	FALSE	FALSE
RP11-455F5.3	-0.042511925	6.291055962	0.410007888	0.77934025	FALSE	FALSE	FALSE
RP11-83B20.9	-0.444273809	-2.62265748	0.410017469	0.77934025	FALSE	FALSE	FALSE
EIF2D	0.044145174	6.671683894	0.410318312	0.779702808	FALSE	FALSE	FALSE
RP11-274B21.3	-0.06928162	3.741289959	0.410329768	0.779702808	FALSE	FALSE	FALSE
PCM1	0.04424819	6.049869325	0.410336991	0.779702808	FALSE	FALSE	FALSE
TMEM132A	0.045484205	6.547885794	0.410390512	0.779702808	FALSE	FALSE	FALSE
RP11-1072A3.3	-0.513730279	-3.278840878	0.41041981	0.779702808	FALSE	FALSE	FALSE
CTC-454I21.3	-0.128363606	1.746103408	0.410532119	0.779702808	FALSE	FALSE	FALSE
KRBA1	0.067093902	3.409824827	0.410546851	0.779702808	FALSE	FALSE	FALSE
HIST1H2AL	-0.646098758	-3.653740836	0.41058517	0.779702808	FALSE	FALSE	FALSE
ZNF784	0.069086672	3.633195191	0.410606201	0.779702808	FALSE	FALSE	FALSE
SPEG	0.104626852	2.197169191	0.410618024	0.779702808	FALSE	FALSE	FALSE
KCNJ6	0.113027192	2.673434533	0.410632826	0.779702808	FALSE	FALSE	FALSE
WWP2	-0.052771329	5.610031522	0.41075149	0.779702808	FALSE	FALSE	FALSE
WDR53	0.084517892	2.971394304	0.410761127	0.779702808	FALSE	FALSE	FALSE
PPP1R12A	-0.046836375	6.593902336	0.410769721	0.779702808	FALSE	FALSE	FALSE
PNPLA3	-0.074744353	3.390051466	0.410790066	0.779702808	FALSE	FALSE	FALSE
EPS8L2	0.044716879	6.611288153	0.410800411	0.779702808	FALSE	FALSE	FALSE
SPRED1	0.066663496	3.626870211	0.410853868	0.779734016	FALSE	FALSE	FALSE
GATAD1	-0.051098705	5.481229708	0.410971319	0.77988666	FALSE	FALSE	FALSE
SNHG25	0.132163739	1.0710374	0.411167164	0.779937011	FALSE	FALSE	FALSE
RASEF	-0.083087547	2.832689515	0.411180667	0.779937011	FALSE	FALSE	FALSE
THNSL1	0.153065775	0.776628453	0.411194267	0.779937011	FALSE	FALSE	FALSE
PPP1R2	0.04542473	5.132962368	0.411221732	0.779937011	FALSE	FALSE	FALSE
SLC25A23	-0.049005878	5.40508974	0.411230854	0.779937011	FALSE	FALSE	FALSE
MEIOC	-0.282612893	-1.61022626	0.411256972	0.779937011	FALSE	FALSE	FALSE
RP11-178L8.4	0.091095457	2.315301733	0.411257017	0.779937011	FALSE	FALSE	FALSE
SSBP1	-0.058060238	5.104936895	0.411301603	0.779946656	FALSE	FALSE	FALSE
TMEM65	0.161483202	0.666064054	0.411336151	0.779946656	FALSE	FALSE	FALSE
KCTD21-AS1	0.169388104	0.810079243	0.411388526	0.77995126	FALSE	FALSE	FALSE
CHMP1A	-0.044657117	7.085350624	0.411412627	0.77995126	FALSE	FALSE	FALSE
