Symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Pval_threshold	FC1.2_threshold	FC1.5_threshold
SGCB	1244.917063	0.247437299	0.072150035	3.429482749	0.000604733	0.002139243	TRUE	FALSE	FALSE
BBS5	536.0373582	0.704147259	0.110013571	6.400549036	1.55E-10	1.56E-09	TRUE	FALSE	FALSE
PDLIM5	2489.583054	-0.180712448	0.071942401	-2.511904614	0.012008154	0.031089981	TRUE	FALSE	FALSE
RPRD2	10187.35129	-0.228015008	0.062032935	-3.675708831	0.00023719	0.000921903	TRUE	FALSE	FALSE
CTSS	9.885435412	-2.302387847	0.761818317	-3.022226948	0.002509223	0.007776112	TRUE	TRUE	TRUE
MSX1	206.3025471	0.682180708	0.165748469	4.115758739	3.86E-05	0.000173927	TRUE	FALSE	FALSE
PACRGL	534.5417965	0.273151843	0.10891178	2.508010079	0.01214132	0.031374958	TRUE	FALSE	FALSE
BNIPL	229.5935263	0.83023664	0.132046736	6.287445398	3.23E-10	3.10E-09	TRUE	FALSE	FALSE
LYSMD1	1032.565411	-0.20007822	0.079629091	-2.512627199	0.01198359	0.031046106	TRUE	FALSE	FALSE
VPS72	4686.824595	-0.257896715	0.060521349	-4.26125195	2.03E-05	9.63E-05	TRUE	FALSE	FALSE
RNF149	9683.92899	-0.287318371	0.046653286	-6.158588009	7.34E-10	6.73E-09	TRUE	FALSE	FALSE
IWS1	3719.807866	-0.173198361	0.063960031	-2.707915511	0.006770726	0.018870237	TRUE	FALSE	FALSE
CDC42EP3	3017.356024	-0.198992691	0.053131409	-3.745292958	0.000180183	0.000714422	TRUE	FALSE	FALSE
S100A11	43568.44413	-0.589912521	0.056288357	-10.48018723	1.07E-25	4.29E-24	TRUE	FALSE	FALSE
CCNYL1	3114.733138	0.514795637	0.053506059	9.621258777	6.50E-22	1.95E-20	TRUE	FALSE	FALSE
FZD5	47823.90147	-0.531252084	0.048442914	-10.96655916	5.53E-28	2.61E-26	TRUE	FALSE	FALSE
ALPP	166.3033666	-0.371893059	0.152054173	-2.445793176	0.014453389	0.036529676	TRUE	FALSE	FALSE
PAQR3	3547.615207	0.240012697	0.058562356	4.09841261	4.16E-05	0.00018621	TRUE	FALSE	FALSE
NIPAL1	196.5887987	0.587018048	0.16836359	3.486609246	0.000489186	0.001770138	TRUE	FALSE	FALSE
ANTXR2	392.5067279	0.522818201	0.105027205	4.977931228	6.43E-07	3.86E-06	TRUE	FALSE	FALSE
HELQ	750.7590676	0.237745481	0.098341532	2.417549084	0.015625426	0.039125936	TRUE	FALSE	FALSE
CGGBP1	7312.893688	0.248488902	0.051097677	4.863017589	1.16E-06	6.66E-06	TRUE	FALSE	FALSE
FAM175A	884.2777102	0.325023622	0.079640837	4.081117599	4.48E-05	0.000199181	TRUE	FALSE	FALSE
PYGO2	8534.251869	0.143136262	0.050620881	2.827613019	0.004689646	0.013581044	TRUE	FALSE	FALSE
DCST2	473.5579235	-0.22649085	0.096807053	-2.339611035	0.019303833	0.046963201	TRUE	FALSE	FALSE
COL6A3	42452.9355	-0.71819583	0.069472792	-10.33780007	4.75E-25	1.81E-23	TRUE	FALSE	FALSE
YY1AP1	15965.66841	-0.264344702	0.054312208	-4.867132329	1.13E-06	6.53E-06	TRUE	FALSE	FALSE
KBTBD8	476.5854491	0.647126079	0.119461198	5.417039926	6.06E-08	4.24E-07	TRUE	FALSE	FALSE
EOGT	675.9779983	0.295514495	0.090509639	3.265005802	0.001094618	0.003677484	TRUE	FALSE	FALSE
NAXE	2654.695769	0.514137773	0.051907121	9.904956451	3.96E-23	1.33E-21	TRUE	FALSE	FALSE
SLC22A15	232.2106086	0.815814064	0.131752834	6.192003926	5.94E-10	5.50E-09	TRUE	FALSE	FALSE
ATP1A1	82796.79567	-0.47304386	0.048616053	-9.730198723	2.24E-22	6.99E-21	TRUE	FALSE	FALSE
SLC15A2	730.7061467	-1.599439482	0.107678018	-14.85390902	6.56E-50	9.35E-48	TRUE	TRUE	TRUE
EIF4E3	229.8314591	0.932107654	0.150390749	6.197905531	5.72E-10	5.31E-09	TRUE	FALSE	FALSE
ELF3	38801.09474	-0.295886971	0.051742802	-5.718417998	1.08E-08	8.33E-08	TRUE	FALSE	FALSE
TMEM183A	7210.581266	0.166865983	0.050873671	3.280006698	0.001038046	0.00350128	TRUE	FALSE	FALSE
ARPC2	32069.29352	-0.224383542	0.067034552	-3.347281887	0.000816082	0.002816477	TRUE	FALSE	FALSE
STK36	2439.631704	-0.152921498	0.058566889	-2.611057195	0.00902628	0.024250985	TRUE	FALSE	FALSE
CCDC141	1895.196276	-1.017441555	0.092233229	-11.03118225	2.70E-28	1.29E-26	TRUE	FALSE	FALSE
EOMES	214.0244625	0.897659828	0.147813467	6.072923185	1.26E-09	1.12E-08	TRUE	FALSE	FALSE
CWC22	2709.246012	-0.190958532	0.068351282	-2.793781286	0.00520957	0.01491083	TRUE	FALSE	FALSE
AZI2	2624.179065	-0.256303701	0.076502798	-3.350252643	0.000807379	0.002788331	TRUE	FALSE	FALSE
ANKZF1	19248.96817	-0.474611318	0.045775058	-10.36833902	3.45E-25	1.34E-23	TRUE	FALSE	FALSE
HDAC11	459.4500092	0.640970991	0.111617875	5.742547888	9.33E-09	7.29E-08	TRUE	FALSE	FALSE
FBLN2	4938.255515	0.248704828	0.051279566	4.849979183	1.23E-06	7.07E-06	TRUE	FALSE	FALSE
GLB1L	430.376521	0.287167197	0.105233726	2.728851371	0.006355534	0.017849809	TRUE	FALSE	FALSE
STT3B	32449.79726	-0.169160611	0.043937241	-3.85005083	0.000118093	0.00048641	TRUE	FALSE	FALSE
DPPA2	290.4966609	0.567319643	0.130767821	4.338373463	1.44E-05	6.99E-05	TRUE	FALSE	FALSE
SGO2	2112.421065	0.323724855	0.078747119	4.110942206	3.94E-05	0.000177282	TRUE	FALSE	FALSE
SERPINI1	123.4942761	1.671732724	0.208664694	8.011574411	1.13E-15	1.94E-14	TRUE	TRUE	TRUE
NUAK2	5006.804687	-0.552654601	0.057594239	-9.595657718	8.34E-22	2.49E-20	TRUE	FALSE	FALSE
PRKCI	5685.673755	-0.150644871	0.052466017	-2.871284696	0.004088072	0.012028671	TRUE	FALSE	FALSE
EIF5A2	162.2560023	0.396907782	0.161503787	2.457575701	0.013987833	0.035489488	TRUE	FALSE	FALSE
RPL22L1	8130.158575	-0.190956658	0.065257638	-2.926196271	0.003431344	0.010297064	TRUE	FALSE	FALSE
PPM1L	759.4738048	0.543665527	0.09058696	6.00158705	1.95E-09	1.68E-08	TRUE	FALSE	FALSE
SNHG16	10057.34195	-0.367732712	0.053856079	-6.828063233	8.61E-12	9.97E-11	TRUE	FALSE	FALSE
RYBP	4768.087659	-0.609596755	0.071461568	-8.530413945	1.46E-17	3.04E-16	TRUE	FALSE	FALSE
SPICE1	2311.759117	-0.415576766	0.07025345	-5.915392968	3.31E-09	2.76E-08	TRUE	FALSE	FALSE
THOC7	2633.045351	0.228987638	0.068060658	3.364464049	0.000766925	0.002659438	TRUE	FALSE	FALSE
ATXN7	5004.071871	-0.472028409	0.070880712	-6.659476153	2.75E-11	3.01E-10	TRUE	FALSE	FALSE
PSMD6	4868.159409	0.152816922	0.056475106	2.705916499	0.006811617	0.018973822	TRUE	FALSE	FALSE
PPM1K	346.188642	1.025687676	0.116783451	8.782816997	1.59E-18	3.56E-17	TRUE	FALSE	FALSE
GMPS	8412.283874	-0.12399598	0.047444712	-2.613483687	0.008962436	0.024101703	TRUE	FALSE	FALSE
TIPARP	2464.736031	-0.476020187	0.082186481	-5.791952398	6.96E-09	5.56E-08	TRUE	FALSE	FALSE
SMIM14	3416.014345	0.136934152	0.057328879	2.388571935	0.016913997	0.041921858	TRUE	FALSE	FALSE
DNASE1L3	652.0603092	-0.350847261	0.109587624	-3.201522669	0.001367033	0.004490516	TRUE	FALSE	FALSE
IL17RC	659.9710448	0.538611348	0.102104312	5.275108712	1.33E-07	8.79E-07	TRUE	FALSE	FALSE
PRRT3	122.8453836	0.659470518	0.215682904	3.057592912	0.002231225	0.006987924	TRUE	FALSE	FALSE
U2SURP	13905.93479	-0.228334839	0.052437078	-4.3544539	1.33E-05	6.54E-05	TRUE	FALSE	FALSE
TTC14	2010.989241	0.545216967	0.073017174	7.466968891	8.21E-14	1.18E-12	TRUE	FALSE	FALSE
HPS3	1841.808775	0.309334758	0.065357296	4.732979723	2.21E-06	1.22E-05	TRUE	FALSE	FALSE
TOPBP1	6858.968086	-0.131517099	0.055971668	-2.349708405	0.018788123	0.045831054	TRUE	FALSE	FALSE
RYK	7652.037417	-0.188864376	0.047702967	-3.959174605	7.52E-05	0.0003208	TRUE	FALSE	FALSE
SNRK	1251.312069	0.269889128	0.08208996	3.287723959	0.001010008	0.003414418	TRUE	FALSE	FALSE
TCF23	7.045311318	-4.043101674	1.054999689	-3.832324993	0.000126938	0.000519583	TRUE	TRUE	TRUE
UCN	321.1948094	0.398919271	0.132966783	3.000142302	0.002698535	0.008298423	TRUE	FALSE	FALSE
SLC4A1AP	2953.128793	-0.135024144	0.053243531	-2.535972743	0.011213546	0.029294682	TRUE	FALSE	FALSE
PLB1	1745.554907	-1.702665715	0.079443721	-21.43235113	6.67E-102	7.16E-99	TRUE	TRUE	TRUE
SPDYA	6587.884545	-0.406327092	0.05364709	-7.574075172	3.62E-14	5.42E-13	TRUE	FALSE	FALSE
WDR43	7235.739728	-0.374104892	0.055618577	-6.726257913	1.74E-11	1.94E-10	TRUE	FALSE	FALSE
CDCP1	9299.503583	-0.641562489	0.061247641	-10.47489299	1.13E-25	4.53E-24	TRUE	FALSE	FALSE
CLEC3B	628.8580795	-0.342501363	0.098285554	-3.48475791	0.000492582	0.001779585	TRUE	FALSE	FALSE
FYCO1	2555.019952	-0.379623067	0.076836224	-4.940678363	7.79E-07	4.61E-06	TRUE	FALSE	FALSE
ELP6	1931.726426	0.166784599	0.061584704	2.708214681	0.006764625	0.018860974	TRUE	FALSE	FALSE
DTX3L	976.3744173	0.363824669	0.090497652	4.02026641	5.81E-05	0.00025256	TRUE	FALSE	FALSE
SMIM12	1245.597262	0.279892245	0.072739887	3.847850986	0.000119158	0.000490599	TRUE	FALSE	FALSE
YEATS2	23266.63846	-0.586762591	0.052453149	-11.18641305	4.75E-29	2.33E-27	TRUE	FALSE	FALSE
ZC3H12A	663.8662628	0.238619087	0.099365889	2.40141852	0.016331646	0.040646588	TRUE	FALSE	FALSE
MEAF6	2499.754365	0.428487142	0.056299535	7.610846904	2.72E-14	4.11E-13	TRUE	FALSE	FALSE
POLR2H	6122.167433	-0.165536151	0.053274359	-3.107238705	0.001888438	0.006002	TRUE	FALSE	FALSE
KLF15	2781.809397	-0.210123779	0.065456981	-3.210104932	0.001326865	0.004373375	TRUE	FALSE	FALSE
CAMK2N2	46.4800188	0.753494199	0.293307967	2.568952373	0.010200648	0.026975781	TRUE	FALSE	FALSE
LIPH	473.55946	0.663264895	0.105885106	6.264005574	3.75E-10	3.58E-09	TRUE	FALSE	FALSE
RPN1	51418.29344	-0.349614157	0.043582273	-8.021934863	1.04E-15	1.80E-14	TRUE	FALSE	FALSE
SENP2	6426.17596	0.183900886	0.048055866	3.826814481	0.000129812	0.000530071	TRUE	FALSE	FALSE
HEYL	94.81077428	0.718964568	0.225448933	3.189035129	0.001427485	0.004668021	TRUE	FALSE	FALSE
TKT	52216.45717	-0.449401276	0.052463782	-8.565933587	1.07E-17	2.25E-16	TRUE	FALSE	FALSE
PRKCD	6280.419406	-0.349180469	0.054096767	-6.454738231	1.08E-10	1.11E-09	TRUE	FALSE	FALSE
SFMBT1	2261.025185	0.173228999	0.064797975	2.67337057	0.007509325	0.020638393	TRUE	FALSE	FALSE
ARHGEF3	699.106082	0.356182848	0.082559283	4.314267674	1.60E-05	7.72E-05	TRUE	FALSE	FALSE
SLBP	1389.284111	0.52223598	0.065957208	7.917799926	2.42E-15	4.05E-14	TRUE	FALSE	FALSE
LRPAP1	8887.478239	0.194135099	0.048689728	3.987188014	6.69E-05	0.000287539	TRUE	FALSE	FALSE
RNF168	4219.651425	0.148724792	0.049937083	2.978243506	0.002899056	0.008853591	TRUE	FALSE	FALSE
PIGX	1130.119108	0.544529715	0.071981208	7.564887123	3.88E-14	5.79E-13	TRUE	FALSE	FALSE
EXO5	322.5106023	0.34339072	0.144526146	2.375976453	0.01750258	0.04316018	TRUE	FALSE	FALSE
CLDN19	1496.14626	-1.019193666	0.105178433	-9.690139292	3.32E-22	1.02E-20	TRUE	FALSE	FALSE
DNAJB14	2363.539897	0.366770739	0.074763244	4.905762744	9.31E-07	5.43E-06	TRUE	FALSE	FALSE
SLC9B2	434.0083037	0.596815435	0.124484066	4.794311886	1.63E-06	9.17E-06	TRUE	FALSE	FALSE
BDH2	1061.931017	0.626517496	0.095480101	6.5617599	5.32E-11	5.61E-10	TRUE	FALSE	FALSE
PGRMC2	6749.437631	-0.29625523	0.049957085	-5.930194521	3.03E-09	2.54E-08	TRUE	FALSE	FALSE
CDC25A	2087.849475	0.250211197	0.061722793	4.053789324	5.04E-05	0.000222116	TRUE	FALSE	FALSE
ZNF589	2434.058476	0.313122979	0.063325276	4.944676124	7.63E-07	4.53E-06	TRUE	FALSE	FALSE
PLXNB1	7845.500984	-0.116193511	0.042890541	-2.709070758	0.006747195	0.018822678	TRUE	FALSE	FALSE
CCDC51	2698.175162	-0.351916971	0.065099989	-5.405791548	6.45E-08	4.50E-07	TRUE	FALSE	FALSE
ATRIP	2114.642837	0.167249194	0.071362176	2.343667219	0.0190952	0.046502187	TRUE	FALSE	FALSE
SPRY1	2116.056043	-0.820352597	0.099746137	-8.22440465	1.96E-16	3.66E-15	TRUE	FALSE	FALSE
BSN	283.4304236	0.630996967	0.15595423	4.046039446	5.21E-05	0.000228951	TRUE	FALSE	FALSE
RNF123	5977.149526	-0.162546944	0.045981272	-3.535068454	0.00040767	0.001502926	TRUE	FALSE	FALSE
MFSD8	1245.071654	0.39580578	0.090110928	4.392428197	1.12E-05	5.57E-05	TRUE	FALSE	FALSE
ABHD18	1062.719673	0.261498677	0.087247297	2.997212362	0.002724608	0.008371022	TRUE	FALSE	FALSE
MON1A	163.0776987	0.596230579	0.16643995	3.582256423	0.000340639	0.001280366	TRUE	FALSE	FALSE
TEX264	2277.210474	0.157101547	0.062333207	2.52035077	0.011723794	0.03046213	TRUE	FALSE	FALSE
DUSP7	5750.621124	-0.543671371	0.082892978	-6.558714397	5.43E-11	5.71E-10	TRUE	FALSE	FALSE
PPM1M	496.2893046	0.897837221	0.112999647	7.945486942	1.93E-15	3.26E-14	TRUE	FALSE	FALSE
SAP30	1784.218104	-0.394082514	0.076742974	-5.135095708	2.82E-07	1.79E-06	TRUE	FALSE	FALSE
ANXA5	35406.61122	-0.377098139	0.044455274	-8.482641211	2.20E-17	4.54E-16	TRUE	FALSE	FALSE
TMEM155	15.61644148	-1.33218631	0.548070177	-2.430685643	0.015070284	0.037905456	TRUE	TRUE	FALSE
MAP9	231.9923286	0.713802124	0.153152302	4.660733895	3.15E-06	1.70E-05	TRUE	FALSE	FALSE
TMEM144	991.7814805	0.237947403	0.085362338	2.787498647	0.005311668	0.015162586	TRUE	FALSE	FALSE
FAM198B	438.3995399	-0.238400336	0.099854719	-2.387471913	0.016964699	0.042021968	TRUE	FALSE	FALSE
FAM160A1	4724.10438	-0.510933896	0.062734052	-8.14444278	3.81E-16	6.87E-15	TRUE	FALSE	FALSE
ICE1	20115.18061	-0.36991166	0.05431278	-6.810766418	9.71E-12	1.12E-10	TRUE	FALSE	FALSE
OTUD4	4804.958227	-0.168899062	0.060179668	-2.806580164	0.005007045	0.014402274	TRUE	FALSE	FALSE
ITGA2	517.6060887	1.487584405	0.110224047	13.49600609	1.65E-41	1.58E-39	TRUE	TRUE	FALSE
MOCS2	1639.904983	0.715242638	0.085891359	8.327294481	8.27E-17	1.60E-15	TRUE	FALSE	FALSE
TMEM161B	2332.613619	0.233588341	0.070758228	3.301218064	0.00096266	0.003269739	TRUE	FALSE	FALSE
ELOVL7	85.84289224	0.652130837	0.217508479	2.998185812	0.00271592	0.008346846	TRUE	FALSE	FALSE
ADGRV1	86.71885518	1.034515053	0.258606467	4.000344868	6.33E-05	0.000273338	TRUE	FALSE	FALSE
STARD4	3948.519906	0.311168755	0.063367287	4.91055826	9.08E-07	5.31E-06	TRUE	FALSE	FALSE
CCDC112	232.996615	0.733405389	0.164886763	4.447933684	8.67E-06	4.41E-05	TRUE	FALSE	FALSE
ANKRD33B	3387.715567	-0.391616444	0.074741386	-5.239619757	1.61E-07	1.05E-06	TRUE	FALSE	FALSE
CMBL	9014.81626	-0.215636809	0.05523992	-3.903640855	9.48E-05	0.00039654	TRUE	FALSE	FALSE
PRRC1	14900.52572	-0.300635095	0.048761051	-6.165476058	7.03E-10	6.47E-09	TRUE	FALSE	FALSE
F2RL1	2948.926835	0.192314683	0.062053999	3.099150519	0.001940764	0.006153907	TRUE	FALSE	FALSE
AGGF1	2920.799818	0.422046768	0.053542518	7.882460171	3.21E-15	5.30E-14	TRUE	FALSE	FALSE
WDR41	2953.041228	0.398673862	0.056339237	7.076309211	1.48E-12	1.87E-11	TRUE	FALSE	FALSE
GRPEL2	5151.978326	-0.537785934	0.054985912	-9.780431357	1.37E-22	4.33E-21	TRUE	FALSE	FALSE
TIGD6	901.8260615	0.317357302	0.075876893	4.182528944	2.88E-05	0.000133109	TRUE	FALSE	FALSE
SERINC5	7946.043354	-0.390995293	0.058879446	-6.640607524	3.12E-11	3.40E-10	TRUE	FALSE	FALSE
CASP3	1908.039881	0.451793899	0.078669951	5.742903047	9.31E-09	7.29E-08	TRUE	FALSE	FALSE
PRIMPOL	634.5649268	0.338276734	0.097313801	3.476143475	0.00050868	0.001830925	TRUE	FALSE	FALSE
ERAP2	11.32342459	1.64078494	0.612856338	2.677274981	0.007422369	0.020451412	TRUE	TRUE	TRUE
CMYA5	691.7308148	-0.417095288	0.093876095	-4.443040462	8.87E-06	4.50E-05	TRUE	FALSE	FALSE
CFAP97	2091.430667	-0.191358507	0.066416434	-2.881192117	0.003961741	0.011709375	TRUE	FALSE	FALSE
PAPD4	6875.537513	-0.146582428	0.052845489	-2.773792604	0.005540699	0.015752376	TRUE	FALSE	FALSE
ANKRA2	4610.257789	0.182455848	0.059128229	3.085765456	0.002030289	0.006410843	TRUE	FALSE	FALSE
UBLCP1	1655.433338	0.353095385	0.075355036	4.685756994	2.79E-06	1.52E-05	TRUE	FALSE	FALSE
TERT	218.7766425	-0.613525486	0.141672168	-4.330599971	1.49E-05	7.22E-05	TRUE	FALSE	FALSE
CCDC127	2633.128752	-0.143656181	0.057002244	-2.520184646	0.011729329	0.030472626	TRUE	FALSE	FALSE
ADGRF2	241.4726826	-2.463597911	0.179924816	-13.6923742	1.13E-42	1.15E-40	TRUE	TRUE	TRUE
8-Sep	13886.84017	-0.33718467	0.045931534	-7.341027842	2.12E-13	2.91E-12	TRUE	FALSE	FALSE
SHROOM1	700.624798	0.895815453	0.089593899	9.998621147	1.55E-23	5.36E-22	TRUE	FALSE	FALSE
UQCRQ	6568.106687	0.198811155	0.056137192	3.54152297	0.000397824	0.001470622	TRUE	FALSE	FALSE
SLC35A1	1517.181822	0.511331454	0.067518354	7.573221553	3.64E-14	5.45E-13	TRUE	FALSE	FALSE
FABP7	1433.47292	0.686698672	0.083753976	8.198997903	2.42E-16	4.48E-15	TRUE	FALSE	FALSE
CITED2	27153.55305	-0.745035854	0.061256622	-12.1625357	4.92E-34	3.16E-32	TRUE	FALSE	FALSE
DCBLD1	2732.567104	-0.330198612	0.067127504	-4.918976471	8.70E-07	5.11E-06	TRUE	FALSE	FALSE
SFXN1	16255.65144	-0.30849715	0.04942554	-6.241654608	4.33E-10	4.08E-09	TRUE	FALSE	FALSE
PDSS2	4721.079612	-0.526166311	0.054516122	-9.651572604	4.84E-22	1.46E-20	TRUE	FALSE	FALSE
STXBP5	1180.82292	0.547071001	0.080094423	6.830325765	8.47E-12	9.83E-11	TRUE	FALSE	FALSE
ANKRD55	22.45786604	-2.041044273	0.450915202	-4.526448128	6.00E-06	3.12E-05	TRUE	TRUE	TRUE
KIAA0895	54.43540802	1.397295806	0.280034039	4.989735572	6.05E-07	3.65E-06	TRUE	TRUE	FALSE
STK17A	528.2950755	0.759678492	0.092514155	8.211483883	2.18E-16	4.05E-15	TRUE	FALSE	FALSE
TRA2A	5720.724201	-0.152599312	0.051492042	-2.963551357	0.003041113	0.009244476	TRUE	FALSE	FALSE
GALNT10	1048.60183	0.678747715	0.071413059	9.50453216	2.01E-21	5.80E-20	TRUE	FALSE	FALSE
SAP30L	1740.844296	0.551520816	0.065092088	8.472931668	2.39E-17	4.90E-16	TRUE	FALSE	FALSE
COG5	3644.995935	-0.157181361	0.061111159	-2.572056608	0.010109636	0.02675246	TRUE	FALSE	FALSE
SLU7	3495.243422	-0.178021389	0.051899686	-3.430105289	0.000603347	0.002135082	TRUE	FALSE	FALSE
PTTG1	7855.395665	0.210157051	0.070429411	2.9839388	0.002845637	0.008707418	TRUE	FALSE	FALSE
CAMLG	2805.950574	0.177172981	0.065980634	2.685227015	0.007248056	0.020036139	TRUE	FALSE	FALSE
KCNK5	1984.619946	-0.348962496	0.056404859	-6.18674533	6.14E-10	5.68E-09	TRUE	FALSE	FALSE
SP8	254.3351721	0.473374294	0.159632424	2.965401909	0.003022877	0.009194529	TRUE	FALSE	FALSE
MIOS	1768.548533	0.172586572	0.073389141	2.351663616	0.018689668	0.045623658	TRUE	FALSE	FALSE
USP49	625.6285039	0.54759256	0.099225499	5.51866772	3.42E-08	2.47E-07	TRUE	FALSE	FALSE
SYTL3	120.6803143	-0.566970105	0.20275699	-2.796303614	0.005169082	0.014809506	TRUE	FALSE	FALSE
HEY1	23918.58173	-1.091829221	0.054969916	-19.86230453	8.63E-88	5.49E-85	TRUE	FALSE	FALSE
SLC13A4	120.8663276	0.978664661	0.203049987	4.819821347	1.44E-06	8.14E-06	TRUE	FALSE	FALSE
BRI3	5111.354318	-0.223711893	0.058928804	-3.796308036	0.000146867	0.00059306	TRUE	FALSE	FALSE
CTSB	28363.37454	0.377810914	0.046298944	8.160249036	3.34E-16	6.07E-15	TRUE	FALSE	FALSE
DLC1	2833.438942	-0.7149039	0.082217695	-8.695255957	3.46E-18	7.58E-17	TRUE	FALSE	FALSE
ADCY1	1987.475352	-0.302946233	0.072865931	-4.157584041	3.22E-05	0.000147073	TRUE	FALSE	FALSE
PEX2	1784.347372	0.347479418	0.059901461	5.800850462	6.60E-09	5.29E-08	TRUE	FALSE	FALSE
SBSPON	351.8060869	-0.837139832	0.133818036	-6.255807176	3.95E-10	3.76E-09	TRUE	FALSE	FALSE
DNAAF5	7104.453109	-0.341564383	0.048528104	-7.038486057	1.94E-12	2.43E-11	TRUE	FALSE	FALSE
SUN1	25031.71363	-0.214744013	0.042645805	-5.035524899	4.77E-07	2.92E-06	TRUE	FALSE	FALSE
GPER1	817.1264643	-0.263233845	0.083400892	-3.156247343	0.001598133	0.0051639	TRUE	FALSE	FALSE
TMEM184A	1918.904121	-0.920926511	0.062970324	-14.62477014	1.95E-48	2.65E-46	TRUE	FALSE	FALSE
MICALL2	1893.420331	0.151868593	0.065141656	2.331359114	0.019734432	0.047853002	TRUE	FALSE	FALSE
INTS1	26976.24075	-0.320434683	0.045541463	-7.036108687	1.98E-12	2.47E-11	TRUE	FALSE	FALSE
CDK5	683.9227106	0.467037789	0.102533041	4.554997906	5.24E-06	2.75E-05	TRUE	FALSE	FALSE
SLC4A2	12583.17424	-0.248421045	0.049254437	-5.04362772	4.57E-07	2.81E-06	TRUE	FALSE	FALSE
FMC1	449.7324229	-0.484069955	0.129902963	-3.72639656	0.000194237	0.000765526	TRUE	FALSE	FALSE
ALDH7A1	21923.54656	-0.158485858	0.045627052	-3.473506412	0.000513705	0.001847706	TRUE	FALSE	FALSE
FOXK1	7118.656029	-0.277867832	0.063223501	-4.395008622	1.11E-05	5.52E-05	TRUE	FALSE	FALSE
COX6C	5161.567956	0.270719002	0.07528872	3.595744525	0.000323465	0.001220994	TRUE	FALSE	FALSE
FZD6	3009.572938	0.515499483	0.066879194	7.707920109	1.28E-14	1.99E-13	TRUE	FALSE	FALSE
SLC25A32	1865.505401	-0.264910245	0.071305355	-3.715152176	0.000203081	0.000797761	TRUE	FALSE	FALSE
TP53INP1	2670.38393	0.347405657	0.06820573	5.093496638	3.52E-07	2.19E-06	TRUE	FALSE	FALSE
INTS8	3475.227049	0.394748417	0.06613127	5.969164298	2.38E-09	2.03E-08	TRUE	FALSE	FALSE
KIAA1429	6098.105535	-0.241953431	0.050284726	-4.811668522	1.50E-06	8.46E-06	TRUE	FALSE	FALSE
PDP1	917.3810329	0.22307687	0.081923867	2.722977786	0.006469641	0.018145272	TRUE	FALSE	FALSE
TMEM67	666.2316279	0.216592135	0.093418992	2.318502154	0.020422046	0.049326649	TRUE	FALSE	FALSE
FAM219A	9804.63857	-0.555401945	0.047994826	-11.57212127	5.71E-31	3.12E-29	TRUE	FALSE	FALSE
SNAPC3	5111.430518	-0.270492345	0.051394656	-5.263044192	1.42E-07	9.35E-07	TRUE	FALSE	FALSE
KIAA1161	1944.814816	0.494182565	0.078272683	6.313601962	2.73E-10	2.66E-09	TRUE	FALSE	FALSE
TMEM65	141.2110942	0.888282199	0.182100397	4.87798058	1.07E-06	6.21E-06	TRUE	FALSE	FALSE
PSIP1	3271.496315	0.37957609	0.056938765	6.666391383	2.62E-11	2.87E-10	TRUE	FALSE	FALSE
CCDC171	263.598681	0.451802399	0.129812228	3.480430212	0.000500609	0.001804425	TRUE	FALSE	FALSE
UBAP1	5649.287384	-0.242600932	0.048592794	-4.992529015	5.96E-07	3.60E-06	TRUE	FALSE	FALSE
NIPSNAP3B	235.9153201	0.503190254	0.146156528	3.44281751	0.000575688	0.002045016	TRUE	FALSE	FALSE
NFIL3	15314.12162	-1.001899113	0.070506086	-14.21010828	7.93E-46	9.39E-44	TRUE	FALSE	FALSE
FXN	761.0263341	-0.249175326	0.101786286	-2.448024539	0.014364187	0.03633396	TRUE	FALSE	FALSE
TMC1	1221.654743	-0.234842368	0.080417043	-2.920305942	0.003496879	0.010476755	TRUE	FALSE	FALSE
HGSNAT	2665.66151	0.49017737	0.055500167	8.831998178	1.03E-18	2.34E-17	TRUE	FALSE	FALSE
RASEF	643.0593766	-0.500383435	0.095381155	-5.246145678	1.55E-07	1.02E-06	TRUE	FALSE	FALSE
KIF27	503.6690703	0.452526497	0.101954625	4.438508776	9.06E-06	4.59E-05	TRUE	FALSE	FALSE
HNRNPK	80304.59888	-0.252316579	0.036757187	-6.864414748	6.68E-12	7.86E-11	TRUE	FALSE	FALSE
TRPV6	46.58033468	0.776394375	0.328412774	2.364080927	0.018074864	0.044388746	TRUE	FALSE	FALSE
ANKS6	394.1356085	0.400389338	0.115749164	3.459112134	0.000541959	0.001938042	TRUE	FALSE	FALSE
ZHX1	501.2054251	0.716041877	0.099585708	7.190207229	6.47E-13	8.49E-12	TRUE	FALSE	FALSE
DYNLT3	321.946285	0.784895764	0.13225038	5.934922569	2.94E-09	2.47E-08	TRUE	FALSE	FALSE
WBSCR27	111.6876088	0.474729109	0.189690033	2.50265711	0.01232649	0.031826377	TRUE	FALSE	FALSE
KIAA1958	2282.587279	-0.163839157	0.068954373	-2.376051718	0.01749901	0.0431566	TRUE	FALSE	FALSE
STRBP	4570.090536	0.167794916	0.057671334	2.909502965	0.00362004	0.010806025	TRUE	FALSE	FALSE
CLDN3	688.6874349	0.964233416	0.103478133	9.318233557	1.18E-20	3.17E-19	TRUE	FALSE	FALSE
GAPVD1	8016.398546	-0.355428484	0.059315643	-5.992154285	2.07E-09	1.78E-08	TRUE	FALSE	FALSE
